model	original_text	simplified_text
run_0_BioMistral-7B-SLERP.Q4_K_M.gguf	La schizophrénie se caractérise par des perturbations de multiples modalités mentales, notamment la réflexion (p. ex. idées délirantes, désorganisation dans la forme de la pensée), la perception (p. ex. hallucinations), l’expérience de soi (p. ex. l’impression que ses propres sentiments, impulsions, pensées ou comportements sont sous le contrôle d’une force externe), la cognition (p. ex. trouble de l’attention, de la mémoire verbale et de la cognition sociale), la volition (p. ex. perte de motivation), l’affect (p. ex. expression émotionnelle émoussée) et le comportement (p. ex. comportement qui semble bizarre ou inutile, réactions émotionnelles imprévisibles ou inappropriées qui perturbent l’organisation du comportement). Des troubles psychomoteurs, y compris une catatonie, peuvent être présents. Les idées délirantes persistantes, hallucinations persistantes, troubles de la pensée et expériences d’influence, de passivité ou de contrôle sont considérés comme des symptômes fondamentaux. Les symptômes doivent avoir persisté pendant au moins un mois pour qu’un diagnostic de schizophrénie soit posé. Les symptômes ne sont pas une manifestation d’une autre affection médicale (p. ex. une tumeur cérébrale) et ne sont pas dus à l’effet d’une substance ou d’un médicament sur le système nerveux central (p. ex. corticostéroïdes), y compris à un sevrage (p. ex. sevrage alcoolique). La schizophrénie, premier épisode doit être utilisée pour identifier les individus qui présentent des symptômes satisfaisant les critères de diagnostic de la schizophrénie (y compris la durée) mais qui n’ont jamais présenté d’épisode précédent durant lequel les critères de diagnostic de la schizophrénie étaient satisfaits. Schizophrénie, épisodes multiples doit être utilisé pour identifier les personnes présentant des symptômes qui répondent aux critères diagnostiques de la schizophrénie et qui ont également déjà connu des épisodes au cours desquels les critères diagnostiques ont été remplis, avec une rémission substantielle des symptômes entre les épisodes. Certains symptômes atténués peuvent persister pendant les périodes de rémission, et des rémissions peuvent se produire en réponse à des médicaments ou à un autre traitement. Des symptômes satisfaisant tous les critères de définition de la schizophrénie ont été présents pendant la quasi-totalité de l’évolution de la maladie sur une période d’au moins un an, avec des périodes de symptômes en-dessous du seuil très brèves par rapport à l’évolution globale.	La schizophrénie est une maladie mentale où plusieurs types de pensées, perceptions, sentiments et comportements sont perturbés. Les personnes schizophrènes peuvent avoir des idées délirantes (p. ex. croire qu’ils sont espionnés), des hallucinations (p. ex. voir des choses qui n’existent pas), une sensation que leurs pensées, impulsions, sentiments ou comportements sont sous le contrôle d’une force externe, des problèmes avec la mémoire, l’attention et la pensée, une perte de motivation, une expression émotionnelle émoussée et un comportement qui semble bizarre ou inutile. Ils peuvent aussi avoir des problèmes avec la coordination des mouvements, comme le catatonisme. Les idées délirantes
run_1_BioMistral-7B-SLERP.Q4_K_M.gguf	La schizophrénie se caractérise par des perturbations de multiples modalités mentales, notamment la réflexion (p. ex. idées délirantes, désorganisation dans la forme de la pensée), la perception (p. ex. hallucinations), l’expérience de soi (p. ex. l’impression que ses propres sentiments, impulsions, pensées ou comportements sont sous le contrôle d’une force externe), la cognition (p. ex. trouble de l’attention, de la mémoire verbale et de la cognition sociale), la volition (p. ex. perte de motivation), l’affect (p. ex. expression émotionnelle émoussée) et le comportement (p. ex. comportement qui semble bizarre ou inutile, réactions émotionnelles imprévisibles ou inappropriées qui perturbent l’organisation du comportement). Des troubles psychomoteurs, y compris une catatonie, peuvent être présents. Les idées délirantes persistantes, hallucinations persistantes, troubles de la pensée et expériences d’influence, de passivité ou de contrôle sont considérés comme des symptômes fondamentaux. Les symptômes doivent avoir persisté pendant au moins un mois pour qu’un diagnostic de schizophrénie soit posé. Les symptômes ne sont pas une manifestation d’une autre affection médicale (p. ex. une tumeur cérébrale) et ne sont pas dus à l’effet d’une substance ou d’un médicament sur le système nerveux central (p. ex. corticostéroïdes), y compris à un sevrage (p. ex. sevrage alcoolique). La schizophrénie, premier épisode doit être utilisée pour identifier les individus qui présentent des symptômes satisfaisant les critères de diagnostic de la schizophrénie (y compris la durée) mais qui n’ont jamais présenté d’épisode précédent durant lequel les critères de diagnostic de la schizophrénie étaient satisfaits. Schizophrénie, épisodes multiples doit être utilisé pour identifier les personnes présentant des symptômes qui répondent aux critères diagnostiques de la schizophrénie et qui ont également déjà connu des épisodes au cours desquels les critères diagnostiques ont été remplis, avec une rémission substantielle des symptômes entre les épisodes. Certains symptômes atténués peuvent persister pendant les périodes de rémission, et des rémissions peuvent se produire en réponse à des médicaments ou à un autre traitement. Des symptômes satisfaisant tous les critères de définition de la schizophrénie ont été présents pendant la quasi-totalité de l’évolution de la maladie sur une période d’au moins un an, avec des périodes de symptômes en-dessous du seuil très brèves par rapport à l’évolution globale.	La schizophrénie est une maladie mental qui affecte différentes facultés mentales telles que la pensée, la perception, l’expérience de soi, la cognition, la volition, l’affect et le comportement. Cette maladie est caractérisée par des idées délirantes persistantes, des hallucinations persistantes, des troubles de la pensée et des expériences d’influence, de passivité ou de contrôle. Les symptômes doivent avoir duré au moins un mois avant qu’un diagnostic de schizophrénie soit posé. Ils ne doivent pas être dus à une autre maladie ou à l’effet d’une substance ou d’un médicament sur le système nerveux central. La schizophrénie, premier épisode est utilisée pour identifier
run_2_BioMistral-7B-SLERP.Q4_K_M.gguf	La schizophrénie se caractérise par des perturbations de multiples modalités mentales, notamment la réflexion (p. ex. idées délirantes, désorganisation dans la forme de la pensée), la perception (p. ex. hallucinations), l’expérience de soi (p. ex. l’impression que ses propres sentiments, impulsions, pensées ou comportements sont sous le contrôle d’une force externe), la cognition (p. ex. trouble de l’attention, de la mémoire verbale et de la cognition sociale), la volition (p. ex. perte de motivation), l’affect (p. ex. expression émotionnelle émoussée) et le comportement (p. ex. comportement qui semble bizarre ou inutile, réactions émotionnelles imprévisibles ou inappropriées qui perturbent l’organisation du comportement). Des troubles psychomoteurs, y compris une catatonie, peuvent être présents. Les idées délirantes persistantes, hallucinations persistantes, troubles de la pensée et expériences d’influence, de passivité ou de contrôle sont considérés comme des symptômes fondamentaux. Les symptômes doivent avoir persisté pendant au moins un mois pour qu’un diagnostic de schizophrénie soit posé. Les symptômes ne sont pas une manifestation d’une autre affection médicale (p. ex. une tumeur cérébrale) et ne sont pas dus à l’effet d’une substance ou d’un médicament sur le système nerveux central (p. ex. corticostéroïdes), y compris à un sevrage (p. ex. sevrage alcoolique). La schizophrénie, premier épisode doit être utilisée pour identifier les individus qui présentent des symptômes satisfaisant les critères de diagnostic de la schizophrénie (y compris la durée) mais qui n’ont jamais présenté d’épisode précédent durant lequel les critères de diagnostic de la schizophrénie étaient satisfaits. Schizophrénie, épisodes multiples doit être utilisé pour identifier les personnes présentant des symptômes qui répondent aux critères diagnostiques de la schizophrénie et qui ont également déjà connu des épisodes au cours desquels les critères diagnostiques ont été remplis, avec une rémission substantielle des symptômes entre les épisodes. Certains symptômes atténués peuvent persister pendant les périodes de rémission, et des rémissions peuvent se produire en réponse à des médicaments ou à un autre traitement. Des symptômes satisfaisant tous les critères de définition de la schizophrénie ont été présents pendant la quasi-totalité de l’évolution de la maladie sur une période d’au moins un an, avec des périodes de symptômes en-dessous du seuil très brèves par rapport à l’évolution globale.	La schizophrénie est une maladie mentale caractérisée par des problèmes dans plusieurs domaines de la pensée, de la perception, de l’expérience de soi, de la cognition, de la volition, de l’affect et du comportement. Ces problèmes peuvent inclure des idées délirantes, des hallucinations, une impression que ses propres sentiments, impulsions, pensées ou comportements sont sous le contrôle d’une force externe, des problèmes de mémoire, de l’attention et de la perception sociale, une perte de motivation, des émotions émoussées, des comportements qui semblent bizarres ou inutiles, des réactions émotionnelles inattendues ou inappropriées qui perturbent l’organisation du comportement et une cataton
run_3_BioMistral-7B-SLERP.Q4_K_M.gguf	La schizophrénie se caractérise par des perturbations de multiples modalités mentales, notamment la réflexion (p. ex. idées délirantes, désorganisation dans la forme de la pensée), la perception (p. ex. hallucinations), l’expérience de soi (p. ex. l’impression que ses propres sentiments, impulsions, pensées ou comportements sont sous le contrôle d’une force externe), la cognition (p. ex. trouble de l’attention, de la mémoire verbale et de la cognition sociale), la volition (p. ex. perte de motivation), l’affect (p. ex. expression émotionnelle émoussée) et le comportement (p. ex. comportement qui semble bizarre ou inutile, réactions émotionnelles imprévisibles ou inappropriées qui perturbent l’organisation du comportement). Des troubles psychomoteurs, y compris une catatonie, peuvent être présents. Les idées délirantes persistantes, hallucinations persistantes, troubles de la pensée et expériences d’influence, de passivité ou de contrôle sont considérés comme des symptômes fondamentaux. Les symptômes doivent avoir persisté pendant au moins un mois pour qu’un diagnostic de schizophrénie soit posé. Les symptômes ne sont pas une manifestation d’une autre affection médicale (p. ex. une tumeur cérébrale) et ne sont pas dus à l’effet d’une substance ou d’un médicament sur le système nerveux central (p. ex. corticostéroïdes), y compris à un sevrage (p. ex. sevrage alcoolique). La schizophrénie, premier épisode doit être utilisée pour identifier les individus qui présentent des symptômes satisfaisant les critères de diagnostic de la schizophrénie (y compris la durée) mais qui n’ont jamais présenté d’épisode précédent durant lequel les critères de diagnostic de la schizophrénie étaient satisfaits. Schizophrénie, épisodes multiples doit être utilisé pour identifier les personnes présentant des symptômes qui répondent aux critères diagnostiques de la schizophrénie et qui ont également déjà connu des épisodes au cours desquels les critères diagnostiques ont été remplis, avec une rémission substantielle des symptômes entre les épisodes. Certains symptômes atténués peuvent persister pendant les périodes de rémission, et des rémissions peuvent se produire en réponse à des médicaments ou à un autre traitement. Des symptômes satisfaisant tous les critères de définition de la schizophrénie ont été présents pendant la quasi-totalité de l’évolution de la maladie sur une période d’au moins un an, avec des périodes de symptômes en-dessous du seuil très brèves par rapport à l’évolution globale.	La schizophrénie est une maladie mentale où plusieurs types de pensées, perceptions, sentiments et comportements sont perturbés. Par exemple, quelqu'un peut avoir des idées délirantes (comme croire qu'une personne célèbre est en amour avec lui), des hallucinations (comme voir ou entendre quelqu'un qui n'est pas réellement là), une impression que ses propres sentiments, impulsions, pensées ou comportements sont sous le contrôle d'une force externe, un trouble de l'attention, de la mémoire verbale et de la cognition sociale, une perte de motivation, une expression émotionnelle émoussée, un comportement qui semble bizarre ou inutile, des réactions émotionnelles imprévisibles ou inappropriées qui
run_4_BioMistral-7B-SLERP.Q4_K_M.gguf	La schizophrénie se caractérise par des perturbations de multiples modalités mentales, notamment la réflexion (p. ex. idées délirantes, désorganisation dans la forme de la pensée), la perception (p. ex. hallucinations), l’expérience de soi (p. ex. l’impression que ses propres sentiments, impulsions, pensées ou comportements sont sous le contrôle d’une force externe), la cognition (p. ex. trouble de l’attention, de la mémoire verbale et de la cognition sociale), la volition (p. ex. perte de motivation), l’affect (p. ex. expression émotionnelle émoussée) et le comportement (p. ex. comportement qui semble bizarre ou inutile, réactions émotionnelles imprévisibles ou inappropriées qui perturbent l’organisation du comportement). Des troubles psychomoteurs, y compris une catatonie, peuvent être présents. Les idées délirantes persistantes, hallucinations persistantes, troubles de la pensée et expériences d’influence, de passivité ou de contrôle sont considérés comme des symptômes fondamentaux. Les symptômes doivent avoir persisté pendant au moins un mois pour qu’un diagnostic de schizophrénie soit posé. Les symptômes ne sont pas une manifestation d’une autre affection médicale (p. ex. une tumeur cérébrale) et ne sont pas dus à l’effet d’une substance ou d’un médicament sur le système nerveux central (p. ex. corticostéroïdes), y compris à un sevrage (p. ex. sevrage alcoolique). La schizophrénie, premier épisode doit être utilisée pour identifier les individus qui présentent des symptômes satisfaisant les critères de diagnostic de la schizophrénie (y compris la durée) mais qui n’ont jamais présenté d’épisode précédent durant lequel les critères de diagnostic de la schizophrénie étaient satisfaits. Schizophrénie, épisodes multiples doit être utilisé pour identifier les personnes présentant des symptômes qui répondent aux critères diagnostiques de la schizophrénie et qui ont également déjà connu des épisodes au cours desquels les critères diagnostiques ont été remplis, avec une rémission substantielle des symptômes entre les épisodes. Certains symptômes atténués peuvent persister pendant les périodes de rémission, et des rémissions peuvent se produire en réponse à des médicaments ou à un autre traitement. Des symptômes satisfaisant tous les critères de définition de la schizophrénie ont été présents pendant la quasi-totalité de l’évolution de la maladie sur une période d’au moins un an, avec des périodes de symptômes en-dessous du seuil très brèves par rapport à l’évolution globale.	La schizophrénie est une maladie de l'esprit qui affecte plusieurs facettes de la pensée, de la perception, de l'expérience de soi, de la cognition, de la volonté, de l'affect et du comportement. Les symptômes fondamentaux sont des idées délirantes persistantes, des hallucinations persistantes, des troubles de la pensée et des expériences d'influence, de passivité ou de contrôle. Pour être diagnostiquée, les symptômes doivent persister pendant au moins un mois et ne doivent pas être dus à une autre maladie ou à l'effet d'une substance ou d'un médicament. La schizophrénie est une maladie qui peut avoir plusieurs épisodes, avec des périodes de rémission entre les é
run_5_BioMistral-7B-SLERP.Q4_K_M.gguf	La schizophrénie se caractérise par des perturbations de multiples modalités mentales, notamment la réflexion (p. ex. idées délirantes, désorganisation dans la forme de la pensée), la perception (p. ex. hallucinations), l’expérience de soi (p. ex. l’impression que ses propres sentiments, impulsions, pensées ou comportements sont sous le contrôle d’une force externe), la cognition (p. ex. trouble de l’attention, de la mémoire verbale et de la cognition sociale), la volition (p. ex. perte de motivation), l’affect (p. ex. expression émotionnelle émoussée) et le comportement (p. ex. comportement qui semble bizarre ou inutile, réactions émotionnelles imprévisibles ou inappropriées qui perturbent l’organisation du comportement). Des troubles psychomoteurs, y compris une catatonie, peuvent être présents. Les idées délirantes persistantes, hallucinations persistantes, troubles de la pensée et expériences d’influence, de passivité ou de contrôle sont considérés comme des symptômes fondamentaux. Les symptômes doivent avoir persisté pendant au moins un mois pour qu’un diagnostic de schizophrénie soit posé. Les symptômes ne sont pas une manifestation d’une autre affection médicale (p. ex. une tumeur cérébrale) et ne sont pas dus à l’effet d’une substance ou d’un médicament sur le système nerveux central (p. ex. corticostéroïdes), y compris à un sevrage (p. ex. sevrage alcoolique). La schizophrénie, premier épisode doit être utilisée pour identifier les individus qui présentent des symptômes satisfaisant les critères de diagnostic de la schizophrénie (y compris la durée) mais qui n’ont jamais présenté d’épisode précédent durant lequel les critères de diagnostic de la schizophrénie étaient satisfaits. Schizophrénie, épisodes multiples doit être utilisé pour identifier les personnes présentant des symptômes qui répondent aux critères diagnostiques de la schizophrénie et qui ont également déjà connu des épisodes au cours desquels les critères diagnostiques ont été remplis, avec une rémission substantielle des symptômes entre les épisodes. Certains symptômes atténués peuvent persister pendant les périodes de rémission, et des rémissions peuvent se produire en réponse à des médicaments ou à un autre traitement. Des symptômes satisfaisant tous les critères de définition de la schizophrénie ont été présents pendant la quasi-totalité de l’évolution de la maladie sur une période d’au moins un an, avec des périodes de symptômes en-dessous du seuil très brèves par rapport à l’évolution globale.	La schizophrénie est une maladie mentale qui affecte plusieurs facettes de la pensée, de la perception, de l’expérience de soi, de la cognition, de la volition, de l’affect et du comportement. Elle est caractérisée par des idées délirantes persistantes, des hallucinations persistantes, des troubles de la pensée et des expériences d’influence, de passivité ou de contrôle. Pour être considérée comme schizophrénie, les symptômes doivent avoir persisté pendant au moins un mois et ne doivent pas être dus à une autre maladie ou à un médicament ou à un autre traitement. La schizophrénie, premier épisode désigne les personnes qui présentent des symptômes satisfaisants aux critères de diagnostic de
run_6_BioMistral-7B-SLERP.Q4_K_M.gguf	La schizophrénie se caractérise par des perturbations de multiples modalités mentales, notamment la réflexion (p. ex. idées délirantes, désorganisation dans la forme de la pensée), la perception (p. ex. hallucinations), l’expérience de soi (p. ex. l’impression que ses propres sentiments, impulsions, pensées ou comportements sont sous le contrôle d’une force externe), la cognition (p. ex. trouble de l’attention, de la mémoire verbale et de la cognition sociale), la volition (p. ex. perte de motivation), l’affect (p. ex. expression émotionnelle émoussée) et le comportement (p. ex. comportement qui semble bizarre ou inutile, réactions émotionnelles imprévisibles ou inappropriées qui perturbent l’organisation du comportement). Des troubles psychomoteurs, y compris une catatonie, peuvent être présents. Les idées délirantes persistantes, hallucinations persistantes, troubles de la pensée et expériences d’influence, de passivité ou de contrôle sont considérés comme des symptômes fondamentaux. Les symptômes doivent avoir persisté pendant au moins un mois pour qu’un diagnostic de schizophrénie soit posé. Les symptômes ne sont pas une manifestation d’une autre affection médicale (p. ex. une tumeur cérébrale) et ne sont pas dus à l’effet d’une substance ou d’un médicament sur le système nerveux central (p. ex. corticostéroïdes), y compris à un sevrage (p. ex. sevrage alcoolique). La schizophrénie, premier épisode doit être utilisée pour identifier les individus qui présentent des symptômes satisfaisant les critères de diagnostic de la schizophrénie (y compris la durée) mais qui n’ont jamais présenté d’épisode précédent durant lequel les critères de diagnostic de la schizophrénie étaient satisfaits. Schizophrénie, épisodes multiples doit être utilisé pour identifier les personnes présentant des symptômes qui répondent aux critères diagnostiques de la schizophrénie et qui ont également déjà connu des épisodes au cours desquels les critères diagnostiques ont été remplis, avec une rémission substantielle des symptômes entre les épisodes. Certains symptômes atténués peuvent persister pendant les périodes de rémission, et des rémissions peuvent se produire en réponse à des médicaments ou à un autre traitement. Des symptômes satisfaisant tous les critères de définition de la schizophrénie ont été présents pendant la quasi-totalité de l’évolution de la maladie sur une période d’au moins un an, avec des périodes de symptômes en-dessous du seuil très brèves par rapport à l’évolution globale.	La schizophrénie est une maladie qui affecte plusieurs facultés mentales, notamment la pensée (par exemple, des idées délirantes, des pensées désorganisées), la perception (par exemple, des hallucinations), l’expérience de soi (par exemple, l’impression que ses propres sentiments, impulsions, pensées ou comportements sont sous le contrôle d’une force externe), la cognition (par exemple, des problèmes d’attention, de mémoire verbale et de compréhension sociale), la volonté (par exemple, une perte de motivation), les émotions (par exemple, une expression émotionnelle émoussée) et le comportement (par exemple, un comportement qui semble bizarre ou inutile, des réactions émotionnelles impré
run_7_BioMistral-7B-SLERP.Q4_K_M.gguf	La schizophrénie se caractérise par des perturbations de multiples modalités mentales, notamment la réflexion (p. ex. idées délirantes, désorganisation dans la forme de la pensée), la perception (p. ex. hallucinations), l’expérience de soi (p. ex. l’impression que ses propres sentiments, impulsions, pensées ou comportements sont sous le contrôle d’une force externe), la cognition (p. ex. trouble de l’attention, de la mémoire verbale et de la cognition sociale), la volition (p. ex. perte de motivation), l’affect (p. ex. expression émotionnelle émoussée) et le comportement (p. ex. comportement qui semble bizarre ou inutile, réactions émotionnelles imprévisibles ou inappropriées qui perturbent l’organisation du comportement). Des troubles psychomoteurs, y compris une catatonie, peuvent être présents. Les idées délirantes persistantes, hallucinations persistantes, troubles de la pensée et expériences d’influence, de passivité ou de contrôle sont considérés comme des symptômes fondamentaux. Les symptômes doivent avoir persisté pendant au moins un mois pour qu’un diagnostic de schizophrénie soit posé. Les symptômes ne sont pas une manifestation d’une autre affection médicale (p. ex. une tumeur cérébrale) et ne sont pas dus à l’effet d’une substance ou d’un médicament sur le système nerveux central (p. ex. corticostéroïdes), y compris à un sevrage (p. ex. sevrage alcoolique). La schizophrénie, premier épisode doit être utilisée pour identifier les individus qui présentent des symptômes satisfaisant les critères de diagnostic de la schizophrénie (y compris la durée) mais qui n’ont jamais présenté d’épisode précédent durant lequel les critères de diagnostic de la schizophrénie étaient satisfaits. Schizophrénie, épisodes multiples doit être utilisé pour identifier les personnes présentant des symptômes qui répondent aux critères diagnostiques de la schizophrénie et qui ont également déjà connu des épisodes au cours desquels les critères diagnostiques ont été remplis, avec une rémission substantielle des symptômes entre les épisodes. Certains symptômes atténués peuvent persister pendant les périodes de rémission, et des rémissions peuvent se produire en réponse à des médicaments ou à un autre traitement. Des symptômes satisfaisant tous les critères de définition de la schizophrénie ont été présents pendant la quasi-totalité de l’évolution de la maladie sur une période d’au moins un an, avec des périodes de symptômes en-dessous du seuil très brèves par rapport à l’évolution globale.	La schizophrénie est une maladie mentale qui se traduit par de nombreuses perturbations de la façon de penser, de voir, de se sentir, de penser, de faire, d’exprimer ses émotions et de se comporter. Ces perturbations peuvent inclure des idées délirantes (par exemple, croyances absurdes), des hallucinations (par exemple, voir ou entendre quelque chose qui n’est pas réel), l’impression qu’on ne contrôle pas ses propres sentiments, impulsions, pensées ou actions (par exemple, croyance qu’on est contrôlé par quelqu’un d’autre), des difficultés à se souvenir, à se concentrer, à comprendre les autres, à prendre des décisions, à avoir de la motivation, à avoir des émotions,
run_8_BioMistral-7B-SLERP.Q4_K_M.gguf	La schizophrénie se caractérise par des perturbations de multiples modalités mentales, notamment la réflexion (p. ex. idées délirantes, désorganisation dans la forme de la pensée), la perception (p. ex. hallucinations), l’expérience de soi (p. ex. l’impression que ses propres sentiments, impulsions, pensées ou comportements sont sous le contrôle d’une force externe), la cognition (p. ex. trouble de l’attention, de la mémoire verbale et de la cognition sociale), la volition (p. ex. perte de motivation), l’affect (p. ex. expression émotionnelle émoussée) et le comportement (p. ex. comportement qui semble bizarre ou inutile, réactions émotionnelles imprévisibles ou inappropriées qui perturbent l’organisation du comportement). Des troubles psychomoteurs, y compris une catatonie, peuvent être présents. Les idées délirantes persistantes, hallucinations persistantes, troubles de la pensée et expériences d’influence, de passivité ou de contrôle sont considérés comme des symptômes fondamentaux. Les symptômes doivent avoir persisté pendant au moins un mois pour qu’un diagnostic de schizophrénie soit posé. Les symptômes ne sont pas une manifestation d’une autre affection médicale (p. ex. une tumeur cérébrale) et ne sont pas dus à l’effet d’une substance ou d’un médicament sur le système nerveux central (p. ex. corticostéroïdes), y compris à un sevrage (p. ex. sevrage alcoolique). La schizophrénie, premier épisode doit être utilisée pour identifier les individus qui présentent des symptômes satisfaisant les critères de diagnostic de la schizophrénie (y compris la durée) mais qui n’ont jamais présenté d’épisode précédent durant lequel les critères de diagnostic de la schizophrénie étaient satisfaits. Schizophrénie, épisodes multiples doit être utilisé pour identifier les personnes présentant des symptômes qui répondent aux critères diagnostiques de la schizophrénie et qui ont également déjà connu des épisodes au cours desquels les critères diagnostiques ont été remplis, avec une rémission substantielle des symptômes entre les épisodes. Certains symptômes atténués peuvent persister pendant les périodes de rémission, et des rémissions peuvent se produire en réponse à des médicaments ou à un autre traitement. Des symptômes satisfaisant tous les critères de définition de la schizophrénie ont été présents pendant la quasi-totalité de l’évolution de la maladie sur une période d’au moins un an, avec des périodes de symptômes en-dessous du seuil très brèves par rapport à l’évolution globale.	La schizophrénie est une maladie mentale qui affecte plusieurs facettes de la pensée, de la perception, de l’expérience de soi, de la cognition, de la volition, de l’affect et du comportement. Elle est caractérisée par des idées délirantes persistantes, des hallucinations persistantes, des troubles de la pensée et des expériences d’influence, de passivité ou de contrôle. Ces symptômes doivent avoir persisté pendant au moins un mois pour que le diagnostic de schizophrénie soit posé. Ils ne sont pas dus à une autre maladie ou à l’effet d’une substance ou d’un médicament sur le système nerveux central. La schizophrénie est une maladie mentale qui peut avoir plusieurs épisodes
run_9_BioMistral-7B-SLERP.Q4_K_M.gguf	La schizophrénie se caractérise par des perturbations de multiples modalités mentales, notamment la réflexion (p. ex. idées délirantes, désorganisation dans la forme de la pensée), la perception (p. ex. hallucinations), l’expérience de soi (p. ex. l’impression que ses propres sentiments, impulsions, pensées ou comportements sont sous le contrôle d’une force externe), la cognition (p. ex. trouble de l’attention, de la mémoire verbale et de la cognition sociale), la volition (p. ex. perte de motivation), l’affect (p. ex. expression émotionnelle émoussée) et le comportement (p. ex. comportement qui semble bizarre ou inutile, réactions émotionnelles imprévisibles ou inappropriées qui perturbent l’organisation du comportement). Des troubles psychomoteurs, y compris une catatonie, peuvent être présents. Les idées délirantes persistantes, hallucinations persistantes, troubles de la pensée et expériences d’influence, de passivité ou de contrôle sont considérés comme des symptômes fondamentaux. Les symptômes doivent avoir persisté pendant au moins un mois pour qu’un diagnostic de schizophrénie soit posé. Les symptômes ne sont pas une manifestation d’une autre affection médicale (p. ex. une tumeur cérébrale) et ne sont pas dus à l’effet d’une substance ou d’un médicament sur le système nerveux central (p. ex. corticostéroïdes), y compris à un sevrage (p. ex. sevrage alcoolique). La schizophrénie, premier épisode doit être utilisée pour identifier les individus qui présentent des symptômes satisfaisant les critères de diagnostic de la schizophrénie (y compris la durée) mais qui n’ont jamais présenté d’épisode précédent durant lequel les critères de diagnostic de la schizophrénie étaient satisfaits. Schizophrénie, épisodes multiples doit être utilisé pour identifier les personnes présentant des symptômes qui répondent aux critères diagnostiques de la schizophrénie et qui ont également déjà connu des épisodes au cours desquels les critères diagnostiques ont été remplis, avec une rémission substantielle des symptômes entre les épisodes. Certains symptômes atténués peuvent persister pendant les périodes de rémission, et des rémissions peuvent se produire en réponse à des médicaments ou à un autre traitement. Des symptômes satisfaisant tous les critères de définition de la schizophrénie ont été présents pendant la quasi-totalité de l’évolution de la maladie sur une période d’au moins un an, avec des périodes de symptômes en-dessous du seuil très brèves par rapport à l’évolution globale.	La schizophrénie est une maladie mentale qui affecte plusieurs facettes de la pensée, de la perception, de l’expérience de soi, de la cognition, de la volonté, des émotions et du comportement. Elle est caractérisée par des idées délirantes persistantes, des hallucinations persistantes, des troubles de la pensée et de l’expérience d’influence, de passivité ou de contrôle. Pour être diagnostiquée, ces symptômes doivent avoir duré au moins un mois et être spécifiques à cette maladie, c’est-à-dire ne pas être dus à une autre maladie ou à l’utilisation de médicaments ou de substances. Une première fois que ces symptômes sont présents, on parle de schizophrén
