model	original_text	simplified_text
run_0_BioMistral-7B-SLERP.Q4_K_M.gguf	Le trouble schizotypique se caractérise par un schéma durable (c.-à-d. caractéristique du fonctionnement de la personne sur une période d’au moins plusieurs années) d’excentricités dans le comportement, l’apparence et le discours, accompagné de distorsions cognitives et perceptives, de croyances inhabituelles et de gêne dans - et souvent d’une capacité réduite pour - les relations interpersonnelles. Les symptômes peuvent inclure un affect étouffé ou inapproprié et une anhédonie. Des idées paranoïaques, des idées de référence ou d’autres symptômes psychotiques, y compris des hallucinations de n’importe quelle modalité, peuvent survenir, mais ne sont pas d’une intensité ou d’une durée suffisante pour satisfaire les critères de diagnostic de la schizophrénie, du trouble schizoaffectif ou du trouble délirant. Les symptômes entraînent une détresse ou une déficience dans les domaines personnel, familial, social, scolaire, professionnel ou d’autres domaines de fonctionnement importants.   	Le trouble schizotypique est une maladie caractérisée par une attitude et une manière de parler qui sont différentes de la normale, pendant une période d’au moins plusieurs années. Cette attitude et cette manière de parler sont accompagnées d’une façon inhabituelle de voir les choses et d’une croyance qui n’est pas normale. Les personnes souffrant de ce trouble ont des difficultés à se rendre compte des choses et à comprendre les autres personnes. Elles peuvent avoir une difficulté à se rendre compte de leurs propres émotions et à exprimer leurs émotions, ou ils peuvent avoir une anhédonie, c’est-à-dire qu’ils ne trouvent pas du plaisir dans les choses qu’ils font. Ils peuvent avoir des idées paranoïaques, des idées de
run_1_BioMistral-7B-SLERP.Q4_K_M.gguf	Le trouble schizotypique se caractérise par un schéma durable (c.-à-d. caractéristique du fonctionnement de la personne sur une période d’au moins plusieurs années) d’excentricités dans le comportement, l’apparence et le discours, accompagné de distorsions cognitives et perceptives, de croyances inhabituelles et de gêne dans - et souvent d’une capacité réduite pour - les relations interpersonnelles. Les symptômes peuvent inclure un affect étouffé ou inapproprié et une anhédonie. Des idées paranoïaques, des idées de référence ou d’autres symptômes psychotiques, y compris des hallucinations de n’importe quelle modalité, peuvent survenir, mais ne sont pas d’une intensité ou d’une durée suffisante pour satisfaire les critères de diagnostic de la schizophrénie, du trouble schizoaffectif ou du trouble délirant. Les symptômes entraînent une détresse ou une déficience dans les domaines personnel, familial, social, scolaire, professionnel ou d’autres domaines de fonctionnement importants.   	Un trouble schizotypique se caractérise par des comportements, des manières de parler et d’apparaître qui sont différents de ceux de la plupart des autres personnes, pendant une période d’au moins plusieurs années. Ces différences peuvent être accompagnées de croyances inhabituelles, de difficultés à comprendre les choses ou à voir les choses comme elles sont réellement et d’une difficulté à avoir des relations avec d’autres personnes. Les personnes qui ont un trouble schizotypique peuvent avoir des sentiments étranges ou des sentiments qui ne sont pas appropriés, et ils peuvent avoir une difficulté à trouver du plaisir dans les choses qu’ils font. Ils peuvent avoir des idées paranoïaques, des idées qui leur semblent être spéciales ou qui leur sembl
run_2_BioMistral-7B-SLERP.Q4_K_M.gguf	Le trouble schizotypique se caractérise par un schéma durable (c.-à-d. caractéristique du fonctionnement de la personne sur une période d’au moins plusieurs années) d’excentricités dans le comportement, l’apparence et le discours, accompagné de distorsions cognitives et perceptives, de croyances inhabituelles et de gêne dans - et souvent d’une capacité réduite pour - les relations interpersonnelles. Les symptômes peuvent inclure un affect étouffé ou inapproprié et une anhédonie. Des idées paranoïaques, des idées de référence ou d’autres symptômes psychotiques, y compris des hallucinations de n’importe quelle modalité, peuvent survenir, mais ne sont pas d’une intensité ou d’une durée suffisante pour satisfaire les critères de diagnostic de la schizophrénie, du trouble schizoaffectif ou du trouble délirant. Les symptômes entraînent une détresse ou une déficience dans les domaines personnel, familial, social, scolaire, professionnel ou d’autres domaines de fonctionnement importants.   	Le trouble schizotypique est une manière caractéristique de penser, de parler et de se comporter pendant une longue période de temps (au moins plusieurs années). Cela est accompagné de croyances inhabituelles, de distorsions de la perception et de la pensée, de difficultés dans les relations avec d’autres personnes et d’un affect (sentiment) étouffé ou inapproprié. Les gens peuvent aussi avoir des idées paranoïques (croyances en complots, en conspirations), des idées de référence (croyances en l’importance de quelque chose) ou d’autres symptômes psychotiques (hallucinations, croyances délirantes), mais ces symptômes ne sont pas assez forts ou durés pour être considérés comme des symptômes de schizophrénie
run_3_BioMistral-7B-SLERP.Q4_K_M.gguf	Le trouble schizotypique se caractérise par un schéma durable (c.-à-d. caractéristique du fonctionnement de la personne sur une période d’au moins plusieurs années) d’excentricités dans le comportement, l’apparence et le discours, accompagné de distorsions cognitives et perceptives, de croyances inhabituelles et de gêne dans - et souvent d’une capacité réduite pour - les relations interpersonnelles. Les symptômes peuvent inclure un affect étouffé ou inapproprié et une anhédonie. Des idées paranoïaques, des idées de référence ou d’autres symptômes psychotiques, y compris des hallucinations de n’importe quelle modalité, peuvent survenir, mais ne sont pas d’une intensité ou d’une durée suffisante pour satisfaire les critères de diagnostic de la schizophrénie, du trouble schizoaffectif ou du trouble délirant. Les symptômes entraînent une détresse ou une déficience dans les domaines personnel, familial, social, scolaire, professionnel ou d’autres domaines de fonctionnement importants.   	Le trouble schizotypique est une manière caractéristique de se comporter, de se représenter et de parler pendant une période d’au moins plusieurs années. Il est accompagné de croyances inhabituelles, de distorsions cognitives et perceptives, d’une anhédonie et d’une difficulté à se lier avec d’autres personnes. Les symptômes peuvent inclure un affect étouffé ou inapproprié et une anhédonie. Il peut y avoir des idées paranoïaques, des idées de référence ou d’autres symptômes psychotiques, mais ils ne sont pas d’une intensité ou d’une durée suffisante pour être considérés comme une schizophrénie, un trouble schizoaffectif ou un trouble délirant. Les symptômes entraînent une
run_4_BioMistral-7B-SLERP.Q4_K_M.gguf	Le trouble schizotypique se caractérise par un schéma durable (c.-à-d. caractéristique du fonctionnement de la personne sur une période d’au moins plusieurs années) d’excentricités dans le comportement, l’apparence et le discours, accompagné de distorsions cognitives et perceptives, de croyances inhabituelles et de gêne dans - et souvent d’une capacité réduite pour - les relations interpersonnelles. Les symptômes peuvent inclure un affect étouffé ou inapproprié et une anhédonie. Des idées paranoïaques, des idées de référence ou d’autres symptômes psychotiques, y compris des hallucinations de n’importe quelle modalité, peuvent survenir, mais ne sont pas d’une intensité ou d’une durée suffisante pour satisfaire les critères de diagnostic de la schizophrénie, du trouble schizoaffectif ou du trouble délirant. Les symptômes entraînent une détresse ou une déficience dans les domaines personnel, familial, social, scolaire, professionnel ou d’autres domaines de fonctionnement importants.   	Le trouble schizotypique est une manière caractéristique de se comporter, de se représenter et de parler pendant une période d’au moins plusieurs années. Cette manière de se comporter est différente de la normale et est souvent accompagnée d’une perception ou d’une croyance inhabituelle. Les gens qui ont ce trouble ont souvent du mal à se faire comprendre par d’autres personnes et ont des difficultés à se lier avec d’autres personnes. Ils peuvent aussi avoir des sentiments étranges ou des sentiments qui ne correspondent pas à leur situation réelle. Ils peuvent avoir des idées paranoïques ou des idées qui leur semblent très importantes, ou d’autres symptômes psychotiques, mais ces symptômes ne sont pas très forts ou longs suffisamment pour être considérés comme un trouble psychotique.
run_5_BioMistral-7B-SLERP.Q4_K_M.gguf	Le trouble schizotypique se caractérise par un schéma durable (c.-à-d. caractéristique du fonctionnement de la personne sur une période d’au moins plusieurs années) d’excentricités dans le comportement, l’apparence et le discours, accompagné de distorsions cognitives et perceptives, de croyances inhabituelles et de gêne dans - et souvent d’une capacité réduite pour - les relations interpersonnelles. Les symptômes peuvent inclure un affect étouffé ou inapproprié et une anhédonie. Des idées paranoïaques, des idées de référence ou d’autres symptômes psychotiques, y compris des hallucinations de n’importe quelle modalité, peuvent survenir, mais ne sont pas d’une intensité ou d’une durée suffisante pour satisfaire les critères de diagnostic de la schizophrénie, du trouble schizoaffectif ou du trouble délirant. Les symptômes entraînent une détresse ou une déficience dans les domaines personnel, familial, social, scolaire, professionnel ou d’autres domaines de fonctionnement importants.   	Le trouble schizotypique est une condition où une personne a des habitudes ou des manières de faire choses qui sont différentes des autres pendant plusieurs années. Cette différence peut se traduire par un comportement, un aspect physique ou une manière de parler qui ne sont pas normaux, des croyances inhabituelles, des difficultés à communiquer avec d’autres personnes et une difficulté à s’intéresser à d’autres personnes. Ces difficultés peuvent être accompagnées d’une mauvaise humeur ou d’une perte d’intérêt pour les choses qu’on aime faire. Des croyances paranoïaques, des croyances spéciales ou d’autres symptômes psychotiques peuvent apparaître, mais ils ne sont pas assez forts ou longs pour être considérés comme des
run_6_BioMistral-7B-SLERP.Q4_K_M.gguf	Le trouble schizotypique se caractérise par un schéma durable (c.-à-d. caractéristique du fonctionnement de la personne sur une période d’au moins plusieurs années) d’excentricités dans le comportement, l’apparence et le discours, accompagné de distorsions cognitives et perceptives, de croyances inhabituelles et de gêne dans - et souvent d’une capacité réduite pour - les relations interpersonnelles. Les symptômes peuvent inclure un affect étouffé ou inapproprié et une anhédonie. Des idées paranoïaques, des idées de référence ou d’autres symptômes psychotiques, y compris des hallucinations de n’importe quelle modalité, peuvent survenir, mais ne sont pas d’une intensité ou d’une durée suffisante pour satisfaire les critères de diagnostic de la schizophrénie, du trouble schizoaffectif ou du trouble délirant. Les symptômes entraînent une détresse ou une déficience dans les domaines personnel, familial, social, scolaire, professionnel ou d’autres domaines de fonctionnement importants.   	Le trouble schizotypique est une manière particulière de penser, de se comporter et de parler qui dure longtemps (au moins plusieurs années) et qui est différente de la plupart des autres gens. Cette manière de penser et de parler est souvent très étrange et peut être accompagnée de croyances inhabituelles, de gênes dans les relations avec d’autres personnes et de difficultés à comprendre les choses. Les gens qui ont ce trouble peuvent avoir des sentiments étranges ou pas assez d’intérêt pour les autres choses, et ils peuvent avoir des idées paranoïaques ou d’autres idées qui ne sont pas normales. Mais ces idées ne sont pas très fortes ou très longues, et ne sont pas assez sérieuses pour être considérées comme une schizophrén
run_7_BioMistral-7B-SLERP.Q4_K_M.gguf	Le trouble schizotypique se caractérise par un schéma durable (c.-à-d. caractéristique du fonctionnement de la personne sur une période d’au moins plusieurs années) d’excentricités dans le comportement, l’apparence et le discours, accompagné de distorsions cognitives et perceptives, de croyances inhabituelles et de gêne dans - et souvent d’une capacité réduite pour - les relations interpersonnelles. Les symptômes peuvent inclure un affect étouffé ou inapproprié et une anhédonie. Des idées paranoïaques, des idées de référence ou d’autres symptômes psychotiques, y compris des hallucinations de n’importe quelle modalité, peuvent survenir, mais ne sont pas d’une intensité ou d’une durée suffisante pour satisfaire les critères de diagnostic de la schizophrénie, du trouble schizoaffectif ou du trouble délirant. Les symptômes entraînent une détresse ou une déficience dans les domaines personnel, familial, social, scolaire, professionnel ou d’autres domaines de fonctionnement importants.   	Le trouble schizotypique est un problème mental qui se caractérise par une attitude différente de la normale pendant une période de plusieurs années. Cela peut se traduire par un comportement, une apparence ou une façon de parler qui ne correspond pas aux autres gens. Cette attitude différente peut être accompagnée d’une façon de penser ou de voir qui ne correspond pas à la réalité. Il peut y avoir des croyances inhabituelles, des difficultés à se faire comprendre ou à comprendre les autres et une difficulté à s’intéresser aux autres. Il peut y avoir aussi une mauvaise humeur ou une perte d’intérêt, ainsi que des idées paranoïaques, des idées de référence ou d’autres symptômes psychotiques, mais ces symptômes ne sont pas assez forts
run_8_BioMistral-7B-SLERP.Q4_K_M.gguf	Le trouble schizotypique se caractérise par un schéma durable (c.-à-d. caractéristique du fonctionnement de la personne sur une période d’au moins plusieurs années) d’excentricités dans le comportement, l’apparence et le discours, accompagné de distorsions cognitives et perceptives, de croyances inhabituelles et de gêne dans - et souvent d’une capacité réduite pour - les relations interpersonnelles. Les symptômes peuvent inclure un affect étouffé ou inapproprié et une anhédonie. Des idées paranoïaques, des idées de référence ou d’autres symptômes psychotiques, y compris des hallucinations de n’importe quelle modalité, peuvent survenir, mais ne sont pas d’une intensité ou d’une durée suffisante pour satisfaire les critères de diagnostic de la schizophrénie, du trouble schizoaffectif ou du trouble délirant. Les symptômes entraînent une détresse ou une déficience dans les domaines personnel, familial, social, scolaire, professionnel ou d’autres domaines de fonctionnement importants.   	Le trouble schizotypique est une maladie caractérisée par un mode de vie différent (c.-à-d. qui fait partie de la personne pendant plusieurs années) qui est différent de celui des autres gens. Cette différence se manifeste par des comportements, des apparences et des manières de parler différents, des croyances inhabituelles et des difficultés à interagir avec d’autres personnes. Les gens qui ont ce trouble peuvent avoir une émotion ou une réaction différente de ce qu’ils devraient avoir dans certaines situations, et ils peuvent avoir du mal à prendre plaisir à certaines choses. Ils peuvent avoir des idées paranoïaques (c.-à-d. croyances que d’autres gens veulent les faire mal), des idées qui leur font référence à quelque chose d’
run_9_BioMistral-7B-SLERP.Q4_K_M.gguf	Le trouble schizotypique se caractérise par un schéma durable (c.-à-d. caractéristique du fonctionnement de la personne sur une période d’au moins plusieurs années) d’excentricités dans le comportement, l’apparence et le discours, accompagné de distorsions cognitives et perceptives, de croyances inhabituelles et de gêne dans - et souvent d’une capacité réduite pour - les relations interpersonnelles. Les symptômes peuvent inclure un affect étouffé ou inapproprié et une anhédonie. Des idées paranoïaques, des idées de référence ou d’autres symptômes psychotiques, y compris des hallucinations de n’importe quelle modalité, peuvent survenir, mais ne sont pas d’une intensité ou d’une durée suffisante pour satisfaire les critères de diagnostic de la schizophrénie, du trouble schizoaffectif ou du trouble délirant. Les symptômes entraînent une détresse ou une déficience dans les domaines personnel, familial, social, scolaire, professionnel ou d’autres domaines de fonctionnement importants.   	Le trouble schizotypique est une manière caractéristique de se comporter, de se représenter et de parler pendant plusieurs années. Cela est accompagné d’une façon inhabituelle de voir les choses, de croyances inhabituelles et de difficultés à interagir avec d’autres personnes. Les symptômes peuvent inclure une émotion inadéquate, une anhédonie et d’autres symptômes psychotiques, mais ils ne sont pas assez forts ou longs pour être considérés comme une schizophrénie, un trouble schizoaffectif ou un trouble délirant. Ces symptômes causent une douleur ou une difficulté dans les domaines personnels, familiaux, sociaux, scolaires, professionnels ou d’autres domaines importants.
