model	original_text	simplified_text
run_0_BioMistral-7B-SLERP.Q4_K_M.gguf	Acute and transient psychotic disorder is characterised by acute onset of psychotic symptoms that emerge without a prodrome and reach their maximal severity within two weeks. Symptoms may include delusions, hallucinations, disorganisation of thought processes, perplexity or confusion, and disturbances of affect and mood. Catatonia-like psychomotor disturbances may be present. Symptoms typically change rapidly, both in nature and intensity, from day to day, or even within a single day. The duration of the episode does not exceed 3 months, and most commonly lasts from a few days to 1 month. The symptoms are not a manifestation of another medical condition (e.g. a brain tumour) and are not due to the effect of a substance or medication on the central nervous system (e.g. corticosteroids), including withdrawal (e.g. alcohol withdrawal). Acute and transient psychotic disorder, first episode should be used to identify individuals experiencing symptoms that meet the diagnostic requirements for acute and transient psychotic disorder but who have never before experienced a similar episode. Acute and transient psychotic disorder, multiple episodes should be used to identify individuals experiencing symptoms that meet the diagnostic requirements for acute and transient psychotic disorder and who have experienced similar episodes in the past.	"Acute and transient psychotic disorder is a mental health condition that happens suddenly and lasts for a short time. It can cause problems like false beliefs (delusions), seeing or hearing things that aren't there (hallucinations), trouble thinking clearly, feeling confused, and mood changes. Sometimes people with this condition may have trouble moving or being still, like they're stuck or frozen (catatonia). Symptoms can change quickly, from day to day or even within a single day. The whole episode usually lasts no more than 3 months, and it's not because of another medical problem or from taking drugs or medicine that affect the brain. If someone has never had this kind of episode before, it's called ""Acute and transient psychotic disorder, first episode."" If someone has had this kind of episode before, it's called ""Acute and transient psychotic disorder, multiple episodes."""
run_1_BioMistral-7B-SLERP.Q4_K_M.gguf	Acute and transient psychotic disorder is characterised by acute onset of psychotic symptoms that emerge without a prodrome and reach their maximal severity within two weeks. Symptoms may include delusions, hallucinations, disorganisation of thought processes, perplexity or confusion, and disturbances of affect and mood. Catatonia-like psychomotor disturbances may be present. Symptoms typically change rapidly, both in nature and intensity, from day to day, or even within a single day. The duration of the episode does not exceed 3 months, and most commonly lasts from a few days to 1 month. The symptoms are not a manifestation of another medical condition (e.g. a brain tumour) and are not due to the effect of a substance or medication on the central nervous system (e.g. corticosteroids), including withdrawal (e.g. alcohol withdrawal). Acute and transient psychotic disorder, first episode should be used to identify individuals experiencing symptoms that meet the diagnostic requirements for acute and transient psychotic disorder but who have never before experienced a similar episode. Acute and transient psychotic disorder, multiple episodes should be used to identify individuals experiencing symptoms that meet the diagnostic requirements for acute and transient psychotic disorder and who have experienced similar episodes in the past.	Acute and transient psychotic disorder is a kind of mental illness that happens suddenly and lasts for a short time. It happens without any warning signs and reaches its worst level within two weeks. Symptoms can include false beliefs (delusions), seeing or hearing things that aren't really there (hallucinations), trouble thinking clearly, feeling confused, and having mood swings. Sometimes people with this illness act strangely, like they're in a trance. Symptoms can change quickly, from day to day or even within a single day. The whole episode, from start to finish, usually lasts no more than 3 months, and it's common for it to be just a few days to a month long. The symptoms aren't caused by another medical problem, like a brain tumor, and they're not because of some substance or medicine that's affecting the brain, like steroids or alcohol withdrawal. If someone is having their first
run_2_BioMistral-7B-SLERP.Q4_K_M.gguf	Acute and transient psychotic disorder is characterised by acute onset of psychotic symptoms that emerge without a prodrome and reach their maximal severity within two weeks. Symptoms may include delusions, hallucinations, disorganisation of thought processes, perplexity or confusion, and disturbances of affect and mood. Catatonia-like psychomotor disturbances may be present. Symptoms typically change rapidly, both in nature and intensity, from day to day, or even within a single day. The duration of the episode does not exceed 3 months, and most commonly lasts from a few days to 1 month. The symptoms are not a manifestation of another medical condition (e.g. a brain tumour) and are not due to the effect of a substance or medication on the central nervous system (e.g. corticosteroids), including withdrawal (e.g. alcohol withdrawal). Acute and transient psychotic disorder, first episode should be used to identify individuals experiencing symptoms that meet the diagnostic requirements for acute and transient psychotic disorder but who have never before experienced a similar episode. Acute and transient psychotic disorder, multiple episodes should be used to identify individuals experiencing symptoms that meet the diagnostic requirements for acute and transient psychotic disorder and who have experienced similar episodes in the past.	Acute and transient psychotic disorder is a sudden and temporary mental illness that happens without warning and reaches its worst level within two weeks. Symptoms can include false beliefs (delusions), seeing or hearing things that aren't there (hallucinations), trouble thinking clearly (disorganized thinking), being confused or upset (perplexity or confusion), and mood or feeling changes (disturbances of affect and mood). Sometimes, there are also unusual body movements or a lack of movement (catatonia-like psychomotor disturbances). Symptoms can quickly change from day to day or even within a single day. The illness doesn't last more than 3 months and usually goes away within a few days to a month. The symptoms aren't caused by another medical condition (like a brain tumor) or by a substance or medicine that affects the brain (like corticosteroids, including withdrawal from alcohol). Acute and transient psychotic disorder,
run_3_BioMistral-7B-SLERP.Q4_K_M.gguf	Acute and transient psychotic disorder is characterised by acute onset of psychotic symptoms that emerge without a prodrome and reach their maximal severity within two weeks. Symptoms may include delusions, hallucinations, disorganisation of thought processes, perplexity or confusion, and disturbances of affect and mood. Catatonia-like psychomotor disturbances may be present. Symptoms typically change rapidly, both in nature and intensity, from day to day, or even within a single day. The duration of the episode does not exceed 3 months, and most commonly lasts from a few days to 1 month. The symptoms are not a manifestation of another medical condition (e.g. a brain tumour) and are not due to the effect of a substance or medication on the central nervous system (e.g. corticosteroids), including withdrawal (e.g. alcohol withdrawal). Acute and transient psychotic disorder, first episode should be used to identify individuals experiencing symptoms that meet the diagnostic requirements for acute and transient psychotic disorder but who have never before experienced a similar episode. Acute and transient psychotic disorder, multiple episodes should be used to identify individuals experiencing symptoms that meet the diagnostic requirements for acute and transient psychotic disorder and who have experienced similar episodes in the past.	Acute and transient psychotic disorder is a sudden and temporary mental illness that happens without warning and reaches its worst symptoms within two weeks. Symptoms may include false beliefs (delusions), seeing or hearing things that aren't there (hallucinations), trouble thinking clearly (disorganized thinking), feeling confused or unsure (perplexity or confusion), and mood or emotion changes (disturbances of affect and mood). The person may also have movements or behaviors that are like catatonia. Symptoms can change quickly, from day to day or even within a single day. The illness lasts no more than 3 months, usually just a few days to a month. The symptoms are not caused by another medical condition, like a brain tumor, and are not due to a substance or medicine that affects the brain, like corticosteroids or alcohol withdrawal. First episode means that the person has never had a similar episode before, while multiple episodes means that the
run_4_BioMistral-7B-SLERP.Q4_K_M.gguf	Acute and transient psychotic disorder is characterised by acute onset of psychotic symptoms that emerge without a prodrome and reach their maximal severity within two weeks. Symptoms may include delusions, hallucinations, disorganisation of thought processes, perplexity or confusion, and disturbances of affect and mood. Catatonia-like psychomotor disturbances may be present. Symptoms typically change rapidly, both in nature and intensity, from day to day, or even within a single day. The duration of the episode does not exceed 3 months, and most commonly lasts from a few days to 1 month. The symptoms are not a manifestation of another medical condition (e.g. a brain tumour) and are not due to the effect of a substance or medication on the central nervous system (e.g. corticosteroids), including withdrawal (e.g. alcohol withdrawal). Acute and transient psychotic disorder, first episode should be used to identify individuals experiencing symptoms that meet the diagnostic requirements for acute and transient psychotic disorder but who have never before experienced a similar episode. Acute and transient psychotic disorder, multiple episodes should be used to identify individuals experiencing symptoms that meet the diagnostic requirements for acute and transient psychotic disorder and who have experienced similar episodes in the past.	Acute and transient psychotic disorder is a sudden and temporary mental illness that happens without warning and reaches its worst within two weeks. Symptoms may include false beliefs (delusions), seeing or hearing things that aren't really there (hallucinations), trouble thinking clearly, feeling confused, mood swings, and unusual body movements. Symptoms can change quickly, from day to day or even within a single day. The illness lasts no more than 3 months and usually goes away within a few days to a month. The symptoms are not caused by another medical condition (like a brain tumor) or by a drug or medicine that affects the brain (like steroids or alcohol withdrawal). First episode means that this is the first time the person has had these symptoms. Multiple episodes means that the person has had these symptoms before.
run_5_BioMistral-7B-SLERP.Q4_K_M.gguf	Acute and transient psychotic disorder is characterised by acute onset of psychotic symptoms that emerge without a prodrome and reach their maximal severity within two weeks. Symptoms may include delusions, hallucinations, disorganisation of thought processes, perplexity or confusion, and disturbances of affect and mood. Catatonia-like psychomotor disturbances may be present. Symptoms typically change rapidly, both in nature and intensity, from day to day, or even within a single day. The duration of the episode does not exceed 3 months, and most commonly lasts from a few days to 1 month. The symptoms are not a manifestation of another medical condition (e.g. a brain tumour) and are not due to the effect of a substance or medication on the central nervous system (e.g. corticosteroids), including withdrawal (e.g. alcohol withdrawal). Acute and transient psychotic disorder, first episode should be used to identify individuals experiencing symptoms that meet the diagnostic requirements for acute and transient psychotic disorder but who have never before experienced a similar episode. Acute and transient psychotic disorder, multiple episodes should be used to identify individuals experiencing symptoms that meet the diagnostic requirements for acute and transient psychotic disorder and who have experienced similar episodes in the past.	"Acute and transient psychotic disorder is a type of mental illness that happens suddenly and lasts for a short time. It can cause problems like hearing or seeing things that aren't really there, thinking in strange ways, feeling confused, or having trouble controlling your body's movements. These symptoms usually change quickly and can be different from day to day. Acute and transient psychotic disorder usually lasts for no more than 3 months and is not caused by another medical condition or by taking a certain kind of medicine. If someone is experiencing this kind of mental illness for the first time, it's called ""Acute and transient psychotic disorder, first episode."" If someone has had this kind of mental illness before, it's called ""Acute and transient psychotic disorder, multiple episodes."""
run_6_BioMistral-7B-SLERP.Q4_K_M.gguf	Acute and transient psychotic disorder is characterised by acute onset of psychotic symptoms that emerge without a prodrome and reach their maximal severity within two weeks. Symptoms may include delusions, hallucinations, disorganisation of thought processes, perplexity or confusion, and disturbances of affect and mood. Catatonia-like psychomotor disturbances may be present. Symptoms typically change rapidly, both in nature and intensity, from day to day, or even within a single day. The duration of the episode does not exceed 3 months, and most commonly lasts from a few days to 1 month. The symptoms are not a manifestation of another medical condition (e.g. a brain tumour) and are not due to the effect of a substance or medication on the central nervous system (e.g. corticosteroids), including withdrawal (e.g. alcohol withdrawal). Acute and transient psychotic disorder, first episode should be used to identify individuals experiencing symptoms that meet the diagnostic requirements for acute and transient psychotic disorder but who have never before experienced a similar episode. Acute and transient psychotic disorder, multiple episodes should be used to identify individuals experiencing symptoms that meet the diagnostic requirements for acute and transient psychotic disorder and who have experienced similar episodes in the past.	"Acute and transient psychotic disorder is a sudden mental illness that happens without warning and gets worse quickly. Symptoms can include strange thoughts or beliefs, seeing or hearing things that aren't there, trouble thinking clearly, feeling confused, and mood changes. Some people with this illness might also have trouble moving or speaking. Symptoms can change quickly, sometimes from day to day or even hour to hour. This illness usually lasts no more than 3 months and typically goes away on its own within a few days to a month. The symptoms aren't caused by another medical condition, like a brain tumor, and they're not due to drugs or alcohol. If a person has never had this illness before, it's called ""acute and transient psychotic disorder, first episode."" If a person has had this illness before, it's called ""acute and transient psychotic disorder, multiple episodes."""
run_7_BioMistral-7B-SLERP.Q4_K_M.gguf	Acute and transient psychotic disorder is characterised by acute onset of psychotic symptoms that emerge without a prodrome and reach their maximal severity within two weeks. Symptoms may include delusions, hallucinations, disorganisation of thought processes, perplexity or confusion, and disturbances of affect and mood. Catatonia-like psychomotor disturbances may be present. Symptoms typically change rapidly, both in nature and intensity, from day to day, or even within a single day. The duration of the episode does not exceed 3 months, and most commonly lasts from a few days to 1 month. The symptoms are not a manifestation of another medical condition (e.g. a brain tumour) and are not due to the effect of a substance or medication on the central nervous system (e.g. corticosteroids), including withdrawal (e.g. alcohol withdrawal). Acute and transient psychotic disorder, first episode should be used to identify individuals experiencing symptoms that meet the diagnostic requirements for acute and transient psychotic disorder but who have never before experienced a similar episode. Acute and transient psychotic disorder, multiple episodes should be used to identify individuals experiencing symptoms that meet the diagnostic requirements for acute and transient psychotic disorder and who have experienced similar episodes in the past.	Acute and transient psychotic disorder is a sudden and temporary mental illness that happens without warning and reaches its worst level within two weeks. Symptoms may include false beliefs (delusions), seeing or hearing things that aren't really there (hallucinations), trouble thinking clearly, feeling confused, having mood swings, and having unusual body movements. These symptoms can change quickly, from day to day or even within a single day. The illness lasts no more than 3 months and usually goes away within a few days to a month. The symptoms are not caused by another medical condition, like a brain tumor, and are not due to taking drugs or medicines that affect the brain, like corticosteroids or alcohol withdrawal. Acute and transient psychotic disorder, first episode is used to describe people who are experiencing these symptoms for the first time. Acute and transient psychotic disorder, multiple episodes is used to describe people who have had these symptoms before.
run_8_BioMistral-7B-SLERP.Q4_K_M.gguf	Acute and transient psychotic disorder is characterised by acute onset of psychotic symptoms that emerge without a prodrome and reach their maximal severity within two weeks. Symptoms may include delusions, hallucinations, disorganisation of thought processes, perplexity or confusion, and disturbances of affect and mood. Catatonia-like psychomotor disturbances may be present. Symptoms typically change rapidly, both in nature and intensity, from day to day, or even within a single day. The duration of the episode does not exceed 3 months, and most commonly lasts from a few days to 1 month. The symptoms are not a manifestation of another medical condition (e.g. a brain tumour) and are not due to the effect of a substance or medication on the central nervous system (e.g. corticosteroids), including withdrawal (e.g. alcohol withdrawal). Acute and transient psychotic disorder, first episode should be used to identify individuals experiencing symptoms that meet the diagnostic requirements for acute and transient psychotic disorder but who have never before experienced a similar episode. Acute and transient psychotic disorder, multiple episodes should be used to identify individuals experiencing symptoms that meet the diagnostic requirements for acute and transient psychotic disorder and who have experienced similar episodes in the past.	Acute and transient psychotic disorder is a sudden and temporary mental illness that starts without warning and gets worse quickly. It lasts no more than 3 months. Symptoms may include false beliefs (delusions), seeing or hearing things that aren't there (hallucinations), trouble thinking clearly, confusion, mood changes, and unusual body movements. Symptoms can change quickly from day to day or even within a single day. This illness is not caused by a physical problem like a brain tumor or by taking drugs or medications that affect the brain, such as corticosteroids or alcohol withdrawal. First-time episode refers to someone who is experiencing this illness for the first time, while multiple episodes refer to someone who has had this illness before.
run_9_BioMistral-7B-SLERP.Q4_K_M.gguf	Acute and transient psychotic disorder is characterised by acute onset of psychotic symptoms that emerge without a prodrome and reach their maximal severity within two weeks. Symptoms may include delusions, hallucinations, disorganisation of thought processes, perplexity or confusion, and disturbances of affect and mood. Catatonia-like psychomotor disturbances may be present. Symptoms typically change rapidly, both in nature and intensity, from day to day, or even within a single day. The duration of the episode does not exceed 3 months, and most commonly lasts from a few days to 1 month. The symptoms are not a manifestation of another medical condition (e.g. a brain tumour) and are not due to the effect of a substance or medication on the central nervous system (e.g. corticosteroids), including withdrawal (e.g. alcohol withdrawal). Acute and transient psychotic disorder, first episode should be used to identify individuals experiencing symptoms that meet the diagnostic requirements for acute and transient psychotic disorder but who have never before experienced a similar episode. Acute and transient psychotic disorder, multiple episodes should be used to identify individuals experiencing symptoms that meet the diagnostic requirements for acute and transient psychotic disorder and who have experienced similar episodes in the past.	Acute and transient psychotic disorder is a sudden and short-term mental illness that causes strange thoughts or feelings, like hearing or seeing things that are not really there, or feeling confused or upset. These symptoms come on quickly and change rapidly from day to day. They last no more than 3 months and are not caused by a physical illness or by taking drugs or medication. Acute and transient psychotic disorder, first episode refers to people who are experiencing these symptoms for the very first time, while Acute and transient psychotic disorder, multiple episodes refers to people who have had these symptoms before.
