release_url	language	code	original_text
http://id.who.int/icd/release/11/2026-01/mms	en	6A25	These categories may be used to characterize the current clinical presentation in individuals diagnosed with Schizophrenia or another primary psychotic disorder, and should not be used in individuals without such a diagnosis. Multiple categories may be applied. Symptoms attributable to the direct pathophysiological consequences of a health condition or injury not classified under Mental, behavioural or neurodevelopmental disorders (e.g., a brain tumour or traumatic brain injury), or to the direct effects of a substance or medication on the central nervous system, including withdrawal effects, should not be considered as examples of the respective types of symptoms.
http://id.who.int/icd/release/11/2026-01/mms	en	6A25.0	Positive symptoms in primary psychotic disorders include persistent delusions, persistent hallucinations (most commonly verbal auditory hallucinations), disorganised thinking (formal thought disorder such as loose associations, thought derailment, or incoherence), grossly disorganised behaviour (behaviour that appears bizarre, purposeless and not goal-directed) and experiences of passivity and control (the experience that one's feelings, impulses, or thoughts are under the control of an external force). The rating should be made based on the severity of positive symptoms during the past week.
http://id.who.int/icd/release/11/2026-01/mms	en	6A25.1	Negative symptoms in primary psychotic disorders include constricted, blunted, or flat affect, alogia or paucity of speech, avolition (general lack of drive, or lack of motivation to pursue meaningful goals), asociality (reduced or absent engagement with others and interest in social interaction) and anhedonia (inability to experience pleasure from normally pleasurable activities). To be considered negative psychotic symptoms, relevant symptoms should not be entirely attributable to antipsychotic drug treatment, a depressive disorder, or an under-stimulating environment, and should not be a direct consequence of a positive symptom (e.g., persecutory delusions causing a person to become socially isolated due to fear of harm). The rating should be made based on the severity of negative symptoms during the past week.
http://id.who.int/icd/release/11/2026-01/mms	en	6A25.2	Depressive mood symptoms in primary psychotic disorders refer to depressed mood as reported by the individual (feeling down, sad) or manifested as a sign (e.g. tearful, defeated appearance). If only non-mood symptoms of a depressive episode are present (e.g., anhedonia, psychomotor slowing), this descriptor should not be used. This descriptor may be used whether or not depressive symptoms meet the diagnostic requirements of a separately diagnosed Depressive disorder. The rating should be made based on the severity of depressive mood symptoms during the past week.
http://id.who.int/icd/release/11/2026-01/mms	en	6A25.3	Manic mood symptoms in primary psychotic disorders refer to elevated, euphoric, irritable, or expansive mood states, including rapid changes among different mood states (i.e., mood lability). It also includes increased subjective experience of energy, which may be accompanied by increased goal-directed activity. The severity of associated non-mood symptoms of a Manic or Hypomanic Episode (e.g., decreased need for sleep, distractibility) should not be considered in making a rating. Increased non-goal-directed psychomotor activity should be considered as part of the rating of the 'psychomotor symptoms in primary psychotic disorders' rather than here. This descriptor may be used whether or not the manic symptoms meet the diagnostic requirements of a separately diagnosed bipolar disorder. The rating should be made based on the severity of manic mood symptoms during the past week.
http://id.who.int/icd/release/11/2026-01/mms	en	6A25.4	Psychomotor symptoms in primary psychotic disorders include psychomotor agitation or excessive motor activity, usually manifested by purposeless behaviours such as fidgeting, shifting, fiddling, inability to sit or stand still, wringing of the hands, psychomotor retardation, or a visible generalised slowing of movements and speech, and catatonic symptoms such as excitement, posturing, waxy flexibility, negativism, mutism, or stupor. The rating should be made based on the severity of psychomotor symptoms during the past week.
http://id.who.int/icd/release/11/2026-01/mms	en	6A25.5	Cognitive symptoms in primary psychotic disorders refer to cognitive impairment in any of the following domains: speed of processing, attention/concentration, orientation, judgment, abstraction, verbal or visual learning, and working memory. The cognitive impairment is not attributable to a neurodevelopmental disorder, a delirium or other neurocognitive disorder, or the direct effects of a substance or medication on the central nervous system, including withdrawal effects. Ideally, use of this category should be based on the results of locally validated, standardized neuropsychological assessments, although such measures may not be available in all settings. The rating should be made based on the severity of cognitive symptoms during the past week.
http://id.who.int/icd/release/11/2026-01/mms	fr	6A25	Ces catégories peuvent être utilisées pour caractériser la présentation clinique actuelle de sujets avec diagnostic de Schizophrénie ou autre trouble psychotique primaire, et ne doivent pas être utilisées chez les sujets ayant un diagnostic différent. De multiples catégories peuvent s’appliquer. Les symptômes attribuables aux conséquences physiopathologiques directes d'un état de santé ou d'une lésion non classés dans les Troubles mentaux, comportementaux ou neurodéveloppementaux (par exemple, une tumeur cérébrale ou une lésion cérébrale traumatique), ou aux effets directs d'une substance ou d'un médicament sur le système nerveux central, en incluant les effets de sevrage, ne doivent pas être considérés comme des exemples des types de symptômes respectifs.
http://id.who.int/icd/release/11/2026-01/mms	fr	6A25.0	Symptômes positifs dans des troubles psychotiques primaires comprenant des délires persistants, des hallucinations persistantes (habituellement des hallucinations auditives verbales), une pensée désorganisée (trouble de la pensée formelle tel que le relâchement des associations, le déraillement de la pensée ou l’incohérence), un comportement très désorganisé (comportement qui semble bizarre, sans objet et non orienté vers un objectif) et des épisodes de passivité et de contrôle (épisodes au cours desquels les sentiments, les impulsions ou les pensées d'une personne sont contrôlés par une force externe). L'évaluation doit être faite en fonction du niveau de sévérité des symptômes positifs au cours de la semaine précédente.
http://id.who.int/icd/release/11/2026-01/mms	fr	6A25.1	Les symptômes négatifs dans des troubles psychotiques primaires incluent un étouffement ou un émoussement des émotions ou une absence d’émotions, une alogie ou pauvreté du discours, une avolition (manque général de dynamisme, ou un manque de motivation à poursuivre des objectifs importants), une asocialité (réduction ou absence d’engagement avec les autres et d’intérêt dans les interactions sociales) et une anhédonie (incapacité à ressentir du plaisir lors d’activités généralement agréables). Pour être considérés comme des symptômes négatifs du trouble psychotique, les symptômes concernés ne doivent pas être entièrement attribuables au traitement médicamenteux antipsychotique, à un trouble dépressif ou à un environnement peu stimulant, et ne doivent pas être une conséquence directe d’un symptôme positif (p. ex. délires de persécution rendant une personne socialement isolée par crainte de préjudice). L’évaluation doit se baser sur la sévérité des symptômes négatifs au cours de la semaine précédente.
