release_url	language	code	original_text
http://id.who.int/icd/release/11/2026-01/mms	en	6A23	Acute and transient psychotic disorder is characterised by acute onset of psychotic symptoms that emerge without a prodrome and reach their maximal severity within two weeks. Symptoms may include delusions, hallucinations, disorganisation of thought processes, perplexity or confusion, and disturbances of affect and mood. Catatonia-like psychomotor disturbances may be present. Symptoms typically change rapidly, both in nature and intensity, from day to day, or even within a single day. The duration of the episode does not exceed 3 months, and most commonly lasts from a few days to 1 month. The symptoms are not a manifestation of another medical condition (e.g. a brain tumour) and are not due to the effect of a substance or medication on the central nervous system (e.g. corticosteroids), including withdrawal (e.g. alcohol withdrawal).
http://id.who.int/icd/release/11/2026-01/mms	en	6A23.0	Acute and transient psychotic disorder, first episode should be used to identify individuals experiencing symptoms that meet the diagnostic requirements for acute and transient psychotic disorder but who have never before experienced a similar episode.
http://id.who.int/icd/release/11/2026-01/mms	en	6A23.1	Acute and transient psychotic disorder, multiple episodes should be used to identify individuals experiencing symptoms that meet the diagnostic requirements for acute and transient psychotic disorder and who have experienced similar episodes in the past.
http://id.who.int/icd/release/11/2026-01/mms	fr	6A23	Le trouble psychotique aigu et transitoire se caractérise par une apparition aigüe de symptômes psychotiques qui émergent sans prodrome et atteignent leur sévérité maximale en deux semaines. Les symptômes peuvent inclure des idées délirantes, des hallucinations, une désorganisation des processus de pensée, une perplexité ou une confusion et des troubles de l’affect et de l’humeur. Des troubles psychomoteurs de type catatonie peuvent être présents. En général, les symptômes changement rapidement, à la fois en nature et en intensité, d’un jour à l’autre, voire au cours d’une même journée. La durée de l’épisode n’excède pas 3 mois, et va le plus souvent de quelques jours à 1 mois. Les symptômes ne sont pas une manifestation d’une autre affection médicale (p. ex. une tumeur cérébrale) et ne sont pas dus à l’effet d’une substance ou d’un médicament sur le système nerveux central (p. ex. corticostéroïdes), y compris à un sevrage (p. ex. sevrage alcoolique).
http://id.who.int/icd/release/11/2026-01/mms	fr	6A23.0	Le trouble psychotique aigu et transitoire, premier épisode doit être utilisé pour identifier les individus présentant des symptômes qui satisfont les critères de diagnostic du trouble psychotique aigu et transitoire mais qui n’ont jamais présenté d’épisode similaire auparavant.
http://id.who.int/icd/release/11/2026-01/mms	fr	6A23.1	Le trouble psychotique aigu et transitoire, épisodes multiples doit être utilisé pour identifier les individus présentant des symptômes qui satisfont les critères de diagnostic du trouble psychotique aigu et transitoire et qui ont présenté des épisodes similaires par le passé.
http://id.who.int/icd/release/11/2026-01/mms	cs	6A23	Akutní a přechodná psychotická porucha je charakterizována akutním nástupem psychotických příznaků, které se objeví bez prodromu a dosáhnou největší závažnosti během dvou týdnů. Mezi příznaky mohou patřit bludy, halucinace, dezorganizace myšlenkových procesů, zmatek nebo zmatenost a poruchy afektu a nálady. Mohou být přítomny psychomotorické poruchy podobné katatonii. Charakter i intenzita příznaků se typicky rychle mění ze dne na den nebo dokonce během jediného dne. Délka epizody nepřesahuje 3 měsíce a nejčastěji trvá několik dní až 1 měsíc. Příznaky nejsou projevem jiného onemocnění (např. mozkového nádoru) a nejsou způsobeny účinky látek nebo léků působících na centrální nervový systém (např. kortikosteroidy), včetně jejich vysazení (např. abstinenční stav po alkoholu).
http://id.who.int/icd/release/11/2026-01/mms	cs	6A23.0	Diagnóza první epizody akutní a přechodné psychotické poruchy by měla být použita pro jedince, jejichž příznaky splňují diagnostická kritéria pro akutní a přechodnou psychotickou poruchu, ale u nichž se nikdy předtím podobná epizoda nevyskytla.
http://id.who.int/icd/release/11/2026-01/mms	cs	6A23.1	Diagnóza opakovaných epizod akutní a přechodné psychotické poruchy by měla být použita pro jedince, u nichž jsou přítomny příznaky, které splňují diagnostická kritéria pro akutní a přechodnou psychotickou poruchu a u kterých se podobné epizody vyskytly v minulosti.
http://id.who.int/icd/release/11/2026-01/mms	tr	6A23	Akut ve geçici psikotik bozuklukta psikotik belirtiler prodrom dönemi olmaksızın ani başlar ve iki hafta içerisinde en yüksek şiddetine ulaşır. Belirtiler arasında sanrılar, varsanılar, düşünce sürecinde dezorganizasyon, kafa karışıklığı veya konfüzyon ile duygulanım ve duygudurum bozuklukları olabilir. Katatoni benzeri psikomotor bozukluklar bulunabilir. Belirtiler tipik olarak hem içeriği hem de şiddeti açısından, günden güne, hatta aynı gün içerisinde hızla değişebilir. Atağın süresi üç ayı aşmaz, genellikle de birkaç günden 1 aya kadar sürer. Belirtiler diğer bir tıbbi duruma (örneğin, beyin tümörü) ve bir ilaç veya maddenin yoksunluk dahil (örneğin, alkol yoksunluğu) merkezi sinir sistemi üzerindeki etkilerine (örneğin, kortikosteroidler) bağlı değildir.
