model	original_text	simplified_text
run_0_BioMistral-7B-SLERP.Q4_K_M.gguf	Le trouble délirant se caractérise par le développement d’une idée délirante ou d’un ensemble d’idées délirantes apparentées, persistant généralement pendant au moins 3 mois et souvent bien plus longtemps, en l’absence d’un épisode d’humeur dépressif, maniaque ou mixte. La teneur des idées délirantes varie d’un individu à l’autre, mais est habituellement stable chez un même individu, bien qu’elle puisse évoluer au fil du temps. Les autres symptômes caractéristiques de la schizophrénie (c.-à-d. hallucinations claires et persistantes, symptômes négatifs, pensée désorganisée ou expériences d’influence, de passivité ou de contrôle) ne sont pas présents, bien que diverses formes de troubles de la perception (p. ex. hallucinations, illusions, erreurs d’identification de personnes) thématiquement liés à l’idée délirante soient toujours conformes au diagnostic. Mis à part les actions et attitudes directement liées à l’idée délirante ou à l’ensemble d’idées délirantes, l’affect, le discours et le comportement ne sont généralement pas affectés. Les symptômes ne sont pas une manifestation d’une autre affection médicale (p. ex. une tumeur cérébrale) et ne sont pas dus à l’effet d’une substance ou d’un médicament sur le système nerveux central (p. ex. corticostéroïdes), y compris aux effets d’un sevrage (p. ex. sevrage alcoolique). Tous les critères de définition du trouble délirant en termes de symptômes et de durée sont satisfaits actuellement ou ont été satisfaits au cours du mois passé. Tous les critères de définition du trouble délirant en termes de symptômes et de durée étaient satisfaits auparavant. Les symptômes se sont améliorés de sorte que les critères de diagnostic du trouble n’ont pas été satisfaits pendant au moins un mois, mais certains symptômes cliniquement significatifs subsistent, lesquels peuvent être associés ou non avec une atteinte fonctionnelle. La rémission partielle peut être survenue en réponse à un traitement médicamenteux ou autre. Tous les critères de définition du trouble délirant en termes de symptômes et de durée étaient satisfaits auparavant. Les symptômes se sont améliorés si bien qu’aucun symptôme significatif ne subsiste. La rémission peut être survenue en réponse à un traitement médicamenteux ou autre.	Le trouble délirant est une maladie psychiatrique caractérisée par la présence d’une idée délirante ou d’une idée délirante similaire pendant au moins trois mois, généralement sans avoir eu d’épisode de dépression ou d’excitation. Cette idée délirante peut être différente d’un individu à l’autre, mais reste généralement la même chez un même individu, même s’il peut changer au fil du temps. Les autres symptômes caractéristiques de la schizophrénie, tels que les hallucinations claires et persistantes, les symptômes négatifs, la pensée désorganisée ou les expériences d’influence, de passivité ou de contrôle, ne sont généralement pas présents, bien que des erreurs d’identification de personnes
run_1_BioMistral-7B-SLERP.Q4_K_M.gguf	Le trouble délirant se caractérise par le développement d’une idée délirante ou d’un ensemble d’idées délirantes apparentées, persistant généralement pendant au moins 3 mois et souvent bien plus longtemps, en l’absence d’un épisode d’humeur dépressif, maniaque ou mixte. La teneur des idées délirantes varie d’un individu à l’autre, mais est habituellement stable chez un même individu, bien qu’elle puisse évoluer au fil du temps. Les autres symptômes caractéristiques de la schizophrénie (c.-à-d. hallucinations claires et persistantes, symptômes négatifs, pensée désorganisée ou expériences d’influence, de passivité ou de contrôle) ne sont pas présents, bien que diverses formes de troubles de la perception (p. ex. hallucinations, illusions, erreurs d’identification de personnes) thématiquement liés à l’idée délirante soient toujours conformes au diagnostic. Mis à part les actions et attitudes directement liées à l’idée délirante ou à l’ensemble d’idées délirantes, l’affect, le discours et le comportement ne sont généralement pas affectés. Les symptômes ne sont pas une manifestation d’une autre affection médicale (p. ex. une tumeur cérébrale) et ne sont pas dus à l’effet d’une substance ou d’un médicament sur le système nerveux central (p. ex. corticostéroïdes), y compris aux effets d’un sevrage (p. ex. sevrage alcoolique). Tous les critères de définition du trouble délirant en termes de symptômes et de durée sont satisfaits actuellement ou ont été satisfaits au cours du mois passé. Tous les critères de définition du trouble délirant en termes de symptômes et de durée étaient satisfaits auparavant. Les symptômes se sont améliorés de sorte que les critères de diagnostic du trouble n’ont pas été satisfaits pendant au moins un mois, mais certains symptômes cliniquement significatifs subsistent, lesquels peuvent être associés ou non avec une atteinte fonctionnelle. La rémission partielle peut être survenue en réponse à un traitement médicamenteux ou autre. Tous les critères de définition du trouble délirant en termes de symptômes et de durée étaient satisfaits auparavant. Les symptômes se sont améliorés si bien qu’aucun symptôme significatif ne subsiste. La rémission peut être survenue en réponse à un traitement médicamenteux ou autre.	Un trouble délirant se définit par la présence d’une idée délirante ou d’une idée délirante apparentée qui persiste généralement pendant au moins trois mois, souvent bien plus longtemps, sans avoir eu d’épisode de dépression, de manie ou d’épisode mixte. Cette idée délirante peut varier d’un individu à l’autre, mais reste généralement stable chez un même individu, même si elle peut évoluer au fil du temps. Les autres symptômes caractéristiques de la schizophrénie, tels que les hallucinations claires et persistantes, les symptômes négatifs, la pensée désorganisée ou les expériences d’influence, de passivité ou de contrôle, ne sont généralement pas présents, bien qu’il puisse y
run_2_BioMistral-7B-SLERP.Q4_K_M.gguf	Le trouble délirant se caractérise par le développement d’une idée délirante ou d’un ensemble d’idées délirantes apparentées, persistant généralement pendant au moins 3 mois et souvent bien plus longtemps, en l’absence d’un épisode d’humeur dépressif, maniaque ou mixte. La teneur des idées délirantes varie d’un individu à l’autre, mais est habituellement stable chez un même individu, bien qu’elle puisse évoluer au fil du temps. Les autres symptômes caractéristiques de la schizophrénie (c.-à-d. hallucinations claires et persistantes, symptômes négatifs, pensée désorganisée ou expériences d’influence, de passivité ou de contrôle) ne sont pas présents, bien que diverses formes de troubles de la perception (p. ex. hallucinations, illusions, erreurs d’identification de personnes) thématiquement liés à l’idée délirante soient toujours conformes au diagnostic. Mis à part les actions et attitudes directement liées à l’idée délirante ou à l’ensemble d’idées délirantes, l’affect, le discours et le comportement ne sont généralement pas affectés. Les symptômes ne sont pas une manifestation d’une autre affection médicale (p. ex. une tumeur cérébrale) et ne sont pas dus à l’effet d’une substance ou d’un médicament sur le système nerveux central (p. ex. corticostéroïdes), y compris aux effets d’un sevrage (p. ex. sevrage alcoolique). Tous les critères de définition du trouble délirant en termes de symptômes et de durée sont satisfaits actuellement ou ont été satisfaits au cours du mois passé. Tous les critères de définition du trouble délirant en termes de symptômes et de durée étaient satisfaits auparavant. Les symptômes se sont améliorés de sorte que les critères de diagnostic du trouble n’ont pas été satisfaits pendant au moins un mois, mais certains symptômes cliniquement significatifs subsistent, lesquels peuvent être associés ou non avec une atteinte fonctionnelle. La rémission partielle peut être survenue en réponse à un traitement médicamenteux ou autre. Tous les critères de définition du trouble délirant en termes de symptômes et de durée étaient satisfaits auparavant. Les symptômes se sont améliorés si bien qu’aucun symptôme significatif ne subsiste. La rémission peut être survenue en réponse à un traitement médicamenteux ou autre.	Le trouble délirant est une maladie mentale caractérisée par la présence d’une idée délirante ou d’une idée délirante apparentée qui dure généralement plus de trois mois. Cette idée délirante peut être très différente d’un individu à l’autre, mais elle reste généralement la même chez un même individu, même si elle peut changer au fil du temps. Les autres symptômes caractéristiques de la schizophrénie (hallucinations claires et persistantes, symptômes négatifs, pensée désorganisée ou expériences d’influence, de passivité ou de contrôle) ne sont pas présents, mais d’autres symptômes de trouble de la perception (hallucinations, illusions, erreurs d’identification de personnes) sont toujours conformes au
run_3_BioMistral-7B-SLERP.Q4_K_M.gguf	Le trouble délirant se caractérise par le développement d’une idée délirante ou d’un ensemble d’idées délirantes apparentées, persistant généralement pendant au moins 3 mois et souvent bien plus longtemps, en l’absence d’un épisode d’humeur dépressif, maniaque ou mixte. La teneur des idées délirantes varie d’un individu à l’autre, mais est habituellement stable chez un même individu, bien qu’elle puisse évoluer au fil du temps. Les autres symptômes caractéristiques de la schizophrénie (c.-à-d. hallucinations claires et persistantes, symptômes négatifs, pensée désorganisée ou expériences d’influence, de passivité ou de contrôle) ne sont pas présents, bien que diverses formes de troubles de la perception (p. ex. hallucinations, illusions, erreurs d’identification de personnes) thématiquement liés à l’idée délirante soient toujours conformes au diagnostic. Mis à part les actions et attitudes directement liées à l’idée délirante ou à l’ensemble d’idées délirantes, l’affect, le discours et le comportement ne sont généralement pas affectés. Les symptômes ne sont pas une manifestation d’une autre affection médicale (p. ex. une tumeur cérébrale) et ne sont pas dus à l’effet d’une substance ou d’un médicament sur le système nerveux central (p. ex. corticostéroïdes), y compris aux effets d’un sevrage (p. ex. sevrage alcoolique). Tous les critères de définition du trouble délirant en termes de symptômes et de durée sont satisfaits actuellement ou ont été satisfaits au cours du mois passé. Tous les critères de définition du trouble délirant en termes de symptômes et de durée étaient satisfaits auparavant. Les symptômes se sont améliorés de sorte que les critères de diagnostic du trouble n’ont pas été satisfaits pendant au moins un mois, mais certains symptômes cliniquement significatifs subsistent, lesquels peuvent être associés ou non avec une atteinte fonctionnelle. La rémission partielle peut être survenue en réponse à un traitement médicamenteux ou autre. Tous les critères de définition du trouble délirant en termes de symptômes et de durée étaient satisfaits auparavant. Les symptômes se sont améliorés si bien qu’aucun symptôme significatif ne subsiste. La rémission peut être survenue en réponse à un traitement médicamenteux ou autre.	Le trouble délirant est une maladie mentale caractérisée par la présence d’une idée délirante ou d’une idée délirante apparentée qui perdure généralement pendant au moins trois mois et souvent bien plus longtemps, sans avoir eu d’épisode de dépression, de manie ou d’épisode mixte. Cette idée délirante peut être différente d’un individu à l’autre, mais elle reste généralement la même chez un même individu, bien qu’elle puisse évoluer au fil du temps. Les autres symptômes caractéristiques de la schizophrénie (c.-à-d. hallucinations claires et persistantes, symptômes négatifs, pensée désorganisée ou expériences d’influence, de passivité ou de contrôle) ne sont pas
run_4_BioMistral-7B-SLERP.Q4_K_M.gguf	Le trouble délirant se caractérise par le développement d’une idée délirante ou d’un ensemble d’idées délirantes apparentées, persistant généralement pendant au moins 3 mois et souvent bien plus longtemps, en l’absence d’un épisode d’humeur dépressif, maniaque ou mixte. La teneur des idées délirantes varie d’un individu à l’autre, mais est habituellement stable chez un même individu, bien qu’elle puisse évoluer au fil du temps. Les autres symptômes caractéristiques de la schizophrénie (c.-à-d. hallucinations claires et persistantes, symptômes négatifs, pensée désorganisée ou expériences d’influence, de passivité ou de contrôle) ne sont pas présents, bien que diverses formes de troubles de la perception (p. ex. hallucinations, illusions, erreurs d’identification de personnes) thématiquement liés à l’idée délirante soient toujours conformes au diagnostic. Mis à part les actions et attitudes directement liées à l’idée délirante ou à l’ensemble d’idées délirantes, l’affect, le discours et le comportement ne sont généralement pas affectés. Les symptômes ne sont pas une manifestation d’une autre affection médicale (p. ex. une tumeur cérébrale) et ne sont pas dus à l’effet d’une substance ou d’un médicament sur le système nerveux central (p. ex. corticostéroïdes), y compris aux effets d’un sevrage (p. ex. sevrage alcoolique). Tous les critères de définition du trouble délirant en termes de symptômes et de durée sont satisfaits actuellement ou ont été satisfaits au cours du mois passé. Tous les critères de définition du trouble délirant en termes de symptômes et de durée étaient satisfaits auparavant. Les symptômes se sont améliorés de sorte que les critères de diagnostic du trouble n’ont pas été satisfaits pendant au moins un mois, mais certains symptômes cliniquement significatifs subsistent, lesquels peuvent être associés ou non avec une atteinte fonctionnelle. La rémission partielle peut être survenue en réponse à un traitement médicamenteux ou autre. Tous les critères de définition du trouble délirant en termes de symptômes et de durée étaient satisfaits auparavant. Les symptômes se sont améliorés si bien qu’aucun symptôme significatif ne subsiste. La rémission peut être survenue en réponse à un traitement médicamenteux ou autre.	Un trouble délirant est une maladie mentale caractérisée par l’apparition d’une idée délirante ou d’une idée délirante similaire pendant au moins 3 mois, généralement beaucoup plus longtemps, sans avoir eu d’épisode de dépression ou de manie avant cela. Cette idée délirante peut être différente d’un individu à l’autre, mais reste généralement la même chez un même individu, même si elle peut évoluer au fil du temps. Les autres symptômes caractéristiques de la schizophrénie, comme les hallucinations claires et persistantes, les symptômes négatifs, la pensée désorganisée, les expériences d’influence, de passivité ou de contrôle, ne sont généralement pas présents, mais
run_5_BioMistral-7B-SLERP.Q4_K_M.gguf	Le trouble délirant se caractérise par le développement d’une idée délirante ou d’un ensemble d’idées délirantes apparentées, persistant généralement pendant au moins 3 mois et souvent bien plus longtemps, en l’absence d’un épisode d’humeur dépressif, maniaque ou mixte. La teneur des idées délirantes varie d’un individu à l’autre, mais est habituellement stable chez un même individu, bien qu’elle puisse évoluer au fil du temps. Les autres symptômes caractéristiques de la schizophrénie (c.-à-d. hallucinations claires et persistantes, symptômes négatifs, pensée désorganisée ou expériences d’influence, de passivité ou de contrôle) ne sont pas présents, bien que diverses formes de troubles de la perception (p. ex. hallucinations, illusions, erreurs d’identification de personnes) thématiquement liés à l’idée délirante soient toujours conformes au diagnostic. Mis à part les actions et attitudes directement liées à l’idée délirante ou à l’ensemble d’idées délirantes, l’affect, le discours et le comportement ne sont généralement pas affectés. Les symptômes ne sont pas une manifestation d’une autre affection médicale (p. ex. une tumeur cérébrale) et ne sont pas dus à l’effet d’une substance ou d’un médicament sur le système nerveux central (p. ex. corticostéroïdes), y compris aux effets d’un sevrage (p. ex. sevrage alcoolique). Tous les critères de définition du trouble délirant en termes de symptômes et de durée sont satisfaits actuellement ou ont été satisfaits au cours du mois passé. Tous les critères de définition du trouble délirant en termes de symptômes et de durée étaient satisfaits auparavant. Les symptômes se sont améliorés de sorte que les critères de diagnostic du trouble n’ont pas été satisfaits pendant au moins un mois, mais certains symptômes cliniquement significatifs subsistent, lesquels peuvent être associés ou non avec une atteinte fonctionnelle. La rémission partielle peut être survenue en réponse à un traitement médicamenteux ou autre. Tous les critères de définition du trouble délirant en termes de symptômes et de durée étaient satisfaits auparavant. Les symptômes se sont améliorés si bien qu’aucun symptôme significatif ne subsiste. La rémission peut être survenue en réponse à un traitement médicamenteux ou autre.	Le trouble délirant est une maladie dans laquelle une idée délirante ou plusieurs idées délirantes sont développées pendant au moins trois mois et souvent beaucoup plus longtemps, sans avoir eu d’épisode de dépression, de manie ou d’épisode mixte. Cette idée délirante est généralement stable chez un même individu, bien qu’elle puisse évoluer au fil du temps. Les autres symptômes caractéristiques de la schizophrénie (hallucinations claires et persistantes, symptômes négatifs, pensée désorganisée ou expériences d’influence, de passivité ou de contrôle) ne sont pas présents, bien que des erreurs d’identification de personnes, des hallucinations ou des illusions thématiquement liées à l’idée
run_6_BioMistral-7B-SLERP.Q4_K_M.gguf	Le trouble délirant se caractérise par le développement d’une idée délirante ou d’un ensemble d’idées délirantes apparentées, persistant généralement pendant au moins 3 mois et souvent bien plus longtemps, en l’absence d’un épisode d’humeur dépressif, maniaque ou mixte. La teneur des idées délirantes varie d’un individu à l’autre, mais est habituellement stable chez un même individu, bien qu’elle puisse évoluer au fil du temps. Les autres symptômes caractéristiques de la schizophrénie (c.-à-d. hallucinations claires et persistantes, symptômes négatifs, pensée désorganisée ou expériences d’influence, de passivité ou de contrôle) ne sont pas présents, bien que diverses formes de troubles de la perception (p. ex. hallucinations, illusions, erreurs d’identification de personnes) thématiquement liés à l’idée délirante soient toujours conformes au diagnostic. Mis à part les actions et attitudes directement liées à l’idée délirante ou à l’ensemble d’idées délirantes, l’affect, le discours et le comportement ne sont généralement pas affectés. Les symptômes ne sont pas une manifestation d’une autre affection médicale (p. ex. une tumeur cérébrale) et ne sont pas dus à l’effet d’une substance ou d’un médicament sur le système nerveux central (p. ex. corticostéroïdes), y compris aux effets d’un sevrage (p. ex. sevrage alcoolique). Tous les critères de définition du trouble délirant en termes de symptômes et de durée sont satisfaits actuellement ou ont été satisfaits au cours du mois passé. Tous les critères de définition du trouble délirant en termes de symptômes et de durée étaient satisfaits auparavant. Les symptômes se sont améliorés de sorte que les critères de diagnostic du trouble n’ont pas été satisfaits pendant au moins un mois, mais certains symptômes cliniquement significatifs subsistent, lesquels peuvent être associés ou non avec une atteinte fonctionnelle. La rémission partielle peut être survenue en réponse à un traitement médicamenteux ou autre. Tous les critères de définition du trouble délirant en termes de symptômes et de durée étaient satisfaits auparavant. Les symptômes se sont améliorés si bien qu’aucun symptôme significatif ne subsiste. La rémission peut être survenue en réponse à un traitement médicamenteux ou autre.	Un trouble délirant se caractérise par l’apparition d’une idée délirante ou d’une idée délirante apparentée, qui peut persister pendant au moins 3 mois et souvent bien plus longtemps, sans avoir eu d’épisode de dépression, de manie ou de mélancolie. Cette idée délirante peut varier d’un individu à l’autre, mais elle reste généralement stable chez un même individu, même si elle peut évoluer au fil du temps. Les autres symptômes caractéristiques de la schizophrénie (hallucinations claires et persistantes, symptômes négatifs, pensée désorganisée ou expériences d’influence, de passivité ou de contrôle) ne sont pas présents, bien que des troubles de la perception (hallucinations
run_7_BioMistral-7B-SLERP.Q4_K_M.gguf	Le trouble délirant se caractérise par le développement d’une idée délirante ou d’un ensemble d’idées délirantes apparentées, persistant généralement pendant au moins 3 mois et souvent bien plus longtemps, en l’absence d’un épisode d’humeur dépressif, maniaque ou mixte. La teneur des idées délirantes varie d’un individu à l’autre, mais est habituellement stable chez un même individu, bien qu’elle puisse évoluer au fil du temps. Les autres symptômes caractéristiques de la schizophrénie (c.-à-d. hallucinations claires et persistantes, symptômes négatifs, pensée désorganisée ou expériences d’influence, de passivité ou de contrôle) ne sont pas présents, bien que diverses formes de troubles de la perception (p. ex. hallucinations, illusions, erreurs d’identification de personnes) thématiquement liés à l’idée délirante soient toujours conformes au diagnostic. Mis à part les actions et attitudes directement liées à l’idée délirante ou à l’ensemble d’idées délirantes, l’affect, le discours et le comportement ne sont généralement pas affectés. Les symptômes ne sont pas une manifestation d’une autre affection médicale (p. ex. une tumeur cérébrale) et ne sont pas dus à l’effet d’une substance ou d’un médicament sur le système nerveux central (p. ex. corticostéroïdes), y compris aux effets d’un sevrage (p. ex. sevrage alcoolique). Tous les critères de définition du trouble délirant en termes de symptômes et de durée sont satisfaits actuellement ou ont été satisfaits au cours du mois passé. Tous les critères de définition du trouble délirant en termes de symptômes et de durée étaient satisfaits auparavant. Les symptômes se sont améliorés de sorte que les critères de diagnostic du trouble n’ont pas été satisfaits pendant au moins un mois, mais certains symptômes cliniquement significatifs subsistent, lesquels peuvent être associés ou non avec une atteinte fonctionnelle. La rémission partielle peut être survenue en réponse à un traitement médicamenteux ou autre. Tous les critères de définition du trouble délirant en termes de symptômes et de durée étaient satisfaits auparavant. Les symptômes se sont améliorés si bien qu’aucun symptôme significatif ne subsiste. La rémission peut être survenue en réponse à un traitement médicamenteux ou autre.	Le trouble délirant est une maladie mentale caractérisée par la présence d’une idée délirante ou d’une idée délirante apparentée qui dure généralement au moins 3 mois et souvent bien plus longtemps, sans être liée à une période de dépression ou de manie. Cette idée délirante peut être différente d’un individu à l’autre, mais reste généralement la même chez un même individu, bien qu’elle puisse évoluer au fil du temps. Les autres symptômes caractéristiques de la schizophrénie, tels que des hallucinations claires et persistantes, des symptômes négatifs, une pensée désorganisée ou des expériences d’influence, de passivité ou de contrôle, ne sont généralement pas présents, bien qu
run_8_BioMistral-7B-SLERP.Q4_K_M.gguf	Le trouble délirant se caractérise par le développement d’une idée délirante ou d’un ensemble d’idées délirantes apparentées, persistant généralement pendant au moins 3 mois et souvent bien plus longtemps, en l’absence d’un épisode d’humeur dépressif, maniaque ou mixte. La teneur des idées délirantes varie d’un individu à l’autre, mais est habituellement stable chez un même individu, bien qu’elle puisse évoluer au fil du temps. Les autres symptômes caractéristiques de la schizophrénie (c.-à-d. hallucinations claires et persistantes, symptômes négatifs, pensée désorganisée ou expériences d’influence, de passivité ou de contrôle) ne sont pas présents, bien que diverses formes de troubles de la perception (p. ex. hallucinations, illusions, erreurs d’identification de personnes) thématiquement liés à l’idée délirante soient toujours conformes au diagnostic. Mis à part les actions et attitudes directement liées à l’idée délirante ou à l’ensemble d’idées délirantes, l’affect, le discours et le comportement ne sont généralement pas affectés. Les symptômes ne sont pas une manifestation d’une autre affection médicale (p. ex. une tumeur cérébrale) et ne sont pas dus à l’effet d’une substance ou d’un médicament sur le système nerveux central (p. ex. corticostéroïdes), y compris aux effets d’un sevrage (p. ex. sevrage alcoolique). Tous les critères de définition du trouble délirant en termes de symptômes et de durée sont satisfaits actuellement ou ont été satisfaits au cours du mois passé. Tous les critères de définition du trouble délirant en termes de symptômes et de durée étaient satisfaits auparavant. Les symptômes se sont améliorés de sorte que les critères de diagnostic du trouble n’ont pas été satisfaits pendant au moins un mois, mais certains symptômes cliniquement significatifs subsistent, lesquels peuvent être associés ou non avec une atteinte fonctionnelle. La rémission partielle peut être survenue en réponse à un traitement médicamenteux ou autre. Tous les critères de définition du trouble délirant en termes de symptômes et de durée étaient satisfaits auparavant. Les symptômes se sont améliorés si bien qu’aucun symptôme significatif ne subsiste. La rémission peut être survenue en réponse à un traitement médicamenteux ou autre.	Le trouble délirant est une maladie psychiatrique caractérisée par l’apparition d’une idée délirante ou d’une idée délirante apparentée qui dure généralement plus de trois mois et peut même durer toute la vie. Cette idée délirante est généralement stable chez un même individu, bien qu’elle puisse évoluer au fil du temps. Les autres symptômes caractéristiques de la schizophrénie, tels que des hallucinations claires et persistantes, des symptômes négatifs, des pensées désorganisées ou des expériences d’influence, de passivité ou de contrôle, ne sont généralement pas présents, bien que des erreurs d’identification de personnes ou des hallucinations, des illusions ou des autres troubles de la perception soient toujours
run_9_BioMistral-7B-SLERP.Q4_K_M.gguf	Le trouble délirant se caractérise par le développement d’une idée délirante ou d’un ensemble d’idées délirantes apparentées, persistant généralement pendant au moins 3 mois et souvent bien plus longtemps, en l’absence d’un épisode d’humeur dépressif, maniaque ou mixte. La teneur des idées délirantes varie d’un individu à l’autre, mais est habituellement stable chez un même individu, bien qu’elle puisse évoluer au fil du temps. Les autres symptômes caractéristiques de la schizophrénie (c.-à-d. hallucinations claires et persistantes, symptômes négatifs, pensée désorganisée ou expériences d’influence, de passivité ou de contrôle) ne sont pas présents, bien que diverses formes de troubles de la perception (p. ex. hallucinations, illusions, erreurs d’identification de personnes) thématiquement liés à l’idée délirante soient toujours conformes au diagnostic. Mis à part les actions et attitudes directement liées à l’idée délirante ou à l’ensemble d’idées délirantes, l’affect, le discours et le comportement ne sont généralement pas affectés. Les symptômes ne sont pas une manifestation d’une autre affection médicale (p. ex. une tumeur cérébrale) et ne sont pas dus à l’effet d’une substance ou d’un médicament sur le système nerveux central (p. ex. corticostéroïdes), y compris aux effets d’un sevrage (p. ex. sevrage alcoolique). Tous les critères de définition du trouble délirant en termes de symptômes et de durée sont satisfaits actuellement ou ont été satisfaits au cours du mois passé. Tous les critères de définition du trouble délirant en termes de symptômes et de durée étaient satisfaits auparavant. Les symptômes se sont améliorés de sorte que les critères de diagnostic du trouble n’ont pas été satisfaits pendant au moins un mois, mais certains symptômes cliniquement significatifs subsistent, lesquels peuvent être associés ou non avec une atteinte fonctionnelle. La rémission partielle peut être survenue en réponse à un traitement médicamenteux ou autre. Tous les critères de définition du trouble délirant en termes de symptômes et de durée étaient satisfaits auparavant. Les symptômes se sont améliorés si bien qu’aucun symptôme significatif ne subsiste. La rémission peut être survenue en réponse à un traitement médicamenteux ou autre.	Le trouble délirant est une maladie mentale caractérisée par le développement d’une idée délirante ou d’une idée délirante apparentée qui dure généralement plus de trois mois et souvent bien plus longtemps. Cette idée délirante est généralement stable chez un même individu, bien qu’elle puisse évoluer au fil du temps. Les autres symptômes caractéristiques de la schizophrénie (hallucinations claires et persistantes, symptômes négatifs, pensée désorganisée ou expériences d’influence, de passivité ou de contrôle) ne sont pas présents, bien que diverses formes de troubles de la perception (p. ex. hallucinations, illusions, erreurs d’identification de personnes) thématiquement liés à l’id
