model	original_text	simplified_text
run_0_BioMistral-7B-SLERP.Q4_K_M.gguf	Le trouble psychotique aigu et transitoire se caractérise par une apparition aigüe de symptômes psychotiques qui émergent sans prodrome et atteignent leur sévérité maximale en deux semaines. Les symptômes peuvent inclure des idées délirantes, des hallucinations, une désorganisation des processus de pensée, une perplexité ou une confusion et des troubles de l’affect et de l’humeur. Des troubles psychomoteurs de type catatonie peuvent être présents. En général, les symptômes changement rapidement, à la fois en nature et en intensité, d’un jour à l’autre, voire au cours d’une même journée. La durée de l’épisode n’excède pas 3 mois, et va le plus souvent de quelques jours à 1 mois. Les symptômes ne sont pas une manifestation d’une autre affection médicale (p. ex. une tumeur cérébrale) et ne sont pas dus à l’effet d’une substance ou d’un médicament sur le système nerveux central (p. ex. corticostéroïdes), y compris à un sevrage (p. ex. sevrage alcoolique). Le trouble psychotique aigu et transitoire, premier épisode doit être utilisé pour identifier les individus présentant des symptômes qui satisfont les critères de diagnostic du trouble psychotique aigu et transitoire mais qui n’ont jamais présenté d’épisode similaire auparavant. Le trouble psychotique aigu et transitoire, épisodes multiples doit être utilisé pour identifier les individus présentant des symptômes qui satisfont les critères de diagnostic du trouble psychotique aigu et transitoire et qui ont présenté des épisodes similaires par le passé. 	Le trouble psychotique aigu et transitoire est une maladie où des symptômes psychotiques apparaissent soudainement et atteignent leur plus grande gravité en deux semaines. Ces symptômes peuvent inclure des idées délirantes, des hallucinations, des problèmes de pensée, de l’émotion et de l’humeur. Des troubles psychomoteurs peuvent être présents. Les symptômes changent rapidement, tant en nature qu’en intensité, d’un jour à l’autre ou même pendant la même journée. L’épisode ne dure pas plus de trois mois et généralement dure quelques jours à un mois. Ces symptômes ne sont pas liés à une autre maladie médicale ou à un effet d’une substance ou d’un médicament sur le système nerveux central. Le
run_1_BioMistral-7B-SLERP.Q4_K_M.gguf	Le trouble psychotique aigu et transitoire se caractérise par une apparition aigüe de symptômes psychotiques qui émergent sans prodrome et atteignent leur sévérité maximale en deux semaines. Les symptômes peuvent inclure des idées délirantes, des hallucinations, une désorganisation des processus de pensée, une perplexité ou une confusion et des troubles de l’affect et de l’humeur. Des troubles psychomoteurs de type catatonie peuvent être présents. En général, les symptômes changement rapidement, à la fois en nature et en intensité, d’un jour à l’autre, voire au cours d’une même journée. La durée de l’épisode n’excède pas 3 mois, et va le plus souvent de quelques jours à 1 mois. Les symptômes ne sont pas une manifestation d’une autre affection médicale (p. ex. une tumeur cérébrale) et ne sont pas dus à l’effet d’une substance ou d’un médicament sur le système nerveux central (p. ex. corticostéroïdes), y compris à un sevrage (p. ex. sevrage alcoolique). Le trouble psychotique aigu et transitoire, premier épisode doit être utilisé pour identifier les individus présentant des symptômes qui satisfont les critères de diagnostic du trouble psychotique aigu et transitoire mais qui n’ont jamais présenté d’épisode similaire auparavant. Le trouble psychotique aigu et transitoire, épisodes multiples doit être utilisé pour identifier les individus présentant des symptômes qui satisfont les critères de diagnostic du trouble psychotique aigu et transitoire et qui ont présenté des épisodes similaires par le passé. 	Un trouble psychotique aigu et transitoire se caractérise par une apparition soudaine de symptômes psychotiques qui apparaissent sans préparation et atteignent leur plus grande gravité en deux semaines. Les symptômes peuvent inclure des idées délirantes, des hallucinations, une désorganisation des processus de pensée, une perplexité ou une confusion et des troubles de l’affect et de l’humeur. Des troubles psychomoteurs de type catatonie peuvent être présents. En général, les symptômes changent rapidement, à la fois en nature et en intensité, d’un jour à l’autre, voire au cours d’une même journée. L’épisode ne dure pas plus de trois mois et va généralement de quelques jours à un mois. Les symptômes ne sont pas une manifestation d
run_2_BioMistral-7B-SLERP.Q4_K_M.gguf	Le trouble psychotique aigu et transitoire se caractérise par une apparition aigüe de symptômes psychotiques qui émergent sans prodrome et atteignent leur sévérité maximale en deux semaines. Les symptômes peuvent inclure des idées délirantes, des hallucinations, une désorganisation des processus de pensée, une perplexité ou une confusion et des troubles de l’affect et de l’humeur. Des troubles psychomoteurs de type catatonie peuvent être présents. En général, les symptômes changement rapidement, à la fois en nature et en intensité, d’un jour à l’autre, voire au cours d’une même journée. La durée de l’épisode n’excède pas 3 mois, et va le plus souvent de quelques jours à 1 mois. Les symptômes ne sont pas une manifestation d’une autre affection médicale (p. ex. une tumeur cérébrale) et ne sont pas dus à l’effet d’une substance ou d’un médicament sur le système nerveux central (p. ex. corticostéroïdes), y compris à un sevrage (p. ex. sevrage alcoolique). Le trouble psychotique aigu et transitoire, premier épisode doit être utilisé pour identifier les individus présentant des symptômes qui satisfont les critères de diagnostic du trouble psychotique aigu et transitoire mais qui n’ont jamais présenté d’épisode similaire auparavant. Le trouble psychotique aigu et transitoire, épisodes multiples doit être utilisé pour identifier les individus présentant des symptômes qui satisfont les critères de diagnostic du trouble psychotique aigu et transitoire et qui ont présenté des épisodes similaires par le passé. 	Le trouble psychotique aigu et transitoire est une maladie qui apparaît soudainement et dure peu de temps. Il est caractérisé par des symptômes psychotiques tels que des idées délirantes, des hallucinations, une désorganisation des processus de pensée, une perplexité ou une confusion et des troubles de l’affect et de l’humeur. Des troubles psychomoteurs peuvent être présents. Les symptômes changent rapidement, d’un jour à l’autre, voire au cours d’une même journée. L’épisode ne dure pas plus de 3 mois. Ces symptômes ne sont pas dus à une autre maladie ou à l’effet d’une substance ou d’un médicament sur le système nerveux central. Le trouble psychotique aigu et transitoire
run_3_BioMistral-7B-SLERP.Q4_K_M.gguf	Le trouble psychotique aigu et transitoire se caractérise par une apparition aigüe de symptômes psychotiques qui émergent sans prodrome et atteignent leur sévérité maximale en deux semaines. Les symptômes peuvent inclure des idées délirantes, des hallucinations, une désorganisation des processus de pensée, une perplexité ou une confusion et des troubles de l’affect et de l’humeur. Des troubles psychomoteurs de type catatonie peuvent être présents. En général, les symptômes changement rapidement, à la fois en nature et en intensité, d’un jour à l’autre, voire au cours d’une même journée. La durée de l’épisode n’excède pas 3 mois, et va le plus souvent de quelques jours à 1 mois. Les symptômes ne sont pas une manifestation d’une autre affection médicale (p. ex. une tumeur cérébrale) et ne sont pas dus à l’effet d’une substance ou d’un médicament sur le système nerveux central (p. ex. corticostéroïdes), y compris à un sevrage (p. ex. sevrage alcoolique). Le trouble psychotique aigu et transitoire, premier épisode doit être utilisé pour identifier les individus présentant des symptômes qui satisfont les critères de diagnostic du trouble psychotique aigu et transitoire mais qui n’ont jamais présenté d’épisode similaire auparavant. Le trouble psychotique aigu et transitoire, épisodes multiples doit être utilisé pour identifier les individus présentant des symptômes qui satisfont les critères de diagnostic du trouble psychotique aigu et transitoire et qui ont présenté des épisodes similaires par le passé. 	Le trouble psychotique aigu et transitoire est une maladie qui apparaît soudainement avec des symptômes psychotiques tels que des idées délirantes, des hallucinations, une désorganisation des pensées, une perplexité ou une confusion et des troubles d’affect et d’humeur. Ces symptômes peuvent être accompagnés de troubles psychomoteurs tels que la catatonie. Ces symptômes changent rapidement, d’une journée à l’autre, voire même pendant la même journée. L’épisode dure au plus 3 mois, généralement quelques jours à un mois. Ces symptômes ne sont pas dus à une autre maladie ou à l’effet d’une substance ou d’un médicament sur le système nerveux central. Le trouble psychotique aigu et transitoire
run_4_BioMistral-7B-SLERP.Q4_K_M.gguf	Le trouble psychotique aigu et transitoire se caractérise par une apparition aigüe de symptômes psychotiques qui émergent sans prodrome et atteignent leur sévérité maximale en deux semaines. Les symptômes peuvent inclure des idées délirantes, des hallucinations, une désorganisation des processus de pensée, une perplexité ou une confusion et des troubles de l’affect et de l’humeur. Des troubles psychomoteurs de type catatonie peuvent être présents. En général, les symptômes changement rapidement, à la fois en nature et en intensité, d’un jour à l’autre, voire au cours d’une même journée. La durée de l’épisode n’excède pas 3 mois, et va le plus souvent de quelques jours à 1 mois. Les symptômes ne sont pas une manifestation d’une autre affection médicale (p. ex. une tumeur cérébrale) et ne sont pas dus à l’effet d’une substance ou d’un médicament sur le système nerveux central (p. ex. corticostéroïdes), y compris à un sevrage (p. ex. sevrage alcoolique). Le trouble psychotique aigu et transitoire, premier épisode doit être utilisé pour identifier les individus présentant des symptômes qui satisfont les critères de diagnostic du trouble psychotique aigu et transitoire mais qui n’ont jamais présenté d’épisode similaire auparavant. Le trouble psychotique aigu et transitoire, épisodes multiples doit être utilisé pour identifier les individus présentant des symptômes qui satisfont les critères de diagnostic du trouble psychotique aigu et transitoire et qui ont présenté des épisodes similaires par le passé. 	Le trouble psychotique aigu et transitoire est une maladie qui apparaît soudainement avec des symptômes psychotiques tels que des idées délirantes, des hallucinations, une désorganisation des pensées, une perplexité ou une confusion et des troubles de l’affect et de l’humeur. Ces symptômes peuvent être accompagnés d’un trouble psychomoteur tel que la catatonie. Les symptômes changent rapidement, tant en nature qu’en intensité, d’un jour à l’autre, voire même au cours d’une même journée. L’épisode ne dure que quelques jours à 3 mois. Ces symptômes ne sont pas dus à une autre maladie ou à l’effet d’une substance ou d’un médicament sur le système nerveux central. Le trouble
run_5_BioMistral-7B-SLERP.Q4_K_M.gguf	Le trouble psychotique aigu et transitoire se caractérise par une apparition aigüe de symptômes psychotiques qui émergent sans prodrome et atteignent leur sévérité maximale en deux semaines. Les symptômes peuvent inclure des idées délirantes, des hallucinations, une désorganisation des processus de pensée, une perplexité ou une confusion et des troubles de l’affect et de l’humeur. Des troubles psychomoteurs de type catatonie peuvent être présents. En général, les symptômes changement rapidement, à la fois en nature et en intensité, d’un jour à l’autre, voire au cours d’une même journée. La durée de l’épisode n’excède pas 3 mois, et va le plus souvent de quelques jours à 1 mois. Les symptômes ne sont pas une manifestation d’une autre affection médicale (p. ex. une tumeur cérébrale) et ne sont pas dus à l’effet d’une substance ou d’un médicament sur le système nerveux central (p. ex. corticostéroïdes), y compris à un sevrage (p. ex. sevrage alcoolique). Le trouble psychotique aigu et transitoire, premier épisode doit être utilisé pour identifier les individus présentant des symptômes qui satisfont les critères de diagnostic du trouble psychotique aigu et transitoire mais qui n’ont jamais présenté d’épisode similaire auparavant. Le trouble psychotique aigu et transitoire, épisodes multiples doit être utilisé pour identifier les individus présentant des symptômes qui satisfont les critères de diagnostic du trouble psychotique aigu et transitoire et qui ont présenté des épisodes similaires par le passé. 	Le trouble psychotique aigu et transitoire est une maladie psychiatrique qui apparaît soudainement avec des symptômes psychotiques tels que des idées délirantes, des hallucinations, une désorganisation des pensées, une perplexité ou une confusion et des troubles de l’affect et de l’humeur. Des troubles psychomoteurs peuvent être présents. Ces symptômes changent rapidement, d’un jour à l’autre, voire même au cours d’une même journée. L’épisode ne dure que quelques jours à 3 mois. Ces symptômes ne sont pas dus à une autre maladie ou à l’effet d’une substance ou d’un médicament sur le système nerveux central. Le trouble psychotique aigu et transitoire, premier épisode doit être utilisé pour identifier les
run_6_BioMistral-7B-SLERP.Q4_K_M.gguf	Le trouble psychotique aigu et transitoire se caractérise par une apparition aigüe de symptômes psychotiques qui émergent sans prodrome et atteignent leur sévérité maximale en deux semaines. Les symptômes peuvent inclure des idées délirantes, des hallucinations, une désorganisation des processus de pensée, une perplexité ou une confusion et des troubles de l’affect et de l’humeur. Des troubles psychomoteurs de type catatonie peuvent être présents. En général, les symptômes changement rapidement, à la fois en nature et en intensité, d’un jour à l’autre, voire au cours d’une même journée. La durée de l’épisode n’excède pas 3 mois, et va le plus souvent de quelques jours à 1 mois. Les symptômes ne sont pas une manifestation d’une autre affection médicale (p. ex. une tumeur cérébrale) et ne sont pas dus à l’effet d’une substance ou d’un médicament sur le système nerveux central (p. ex. corticostéroïdes), y compris à un sevrage (p. ex. sevrage alcoolique). Le trouble psychotique aigu et transitoire, premier épisode doit être utilisé pour identifier les individus présentant des symptômes qui satisfont les critères de diagnostic du trouble psychotique aigu et transitoire mais qui n’ont jamais présenté d’épisode similaire auparavant. Le trouble psychotique aigu et transitoire, épisodes multiples doit être utilisé pour identifier les individus présentant des symptômes qui satisfont les critères de diagnostic du trouble psychotique aigu et transitoire et qui ont présenté des épisodes similaires par le passé. 	Le trouble psychotique aigu et transitoire est une maladie qui se caractérise par l’apparition soudaine de symptômes psychotiques qui apparaissent sans aucun signe de prévenance et atteignent leur plus grande gravité en deux semaines. Ces symptômes peuvent inclure des idées délirantes, des hallucinations, une désorganisation des processus de pensée, une perplexité ou une confusion et des troubles de l’affect et de l’humeur. Des troubles psychomoteurs de type catatonie peuvent être présents. En général, les symptômes changent rapidement, tant en nature qu’en intensité, d’un jour à l’autre, voire même au cours d’une même journée. L’épisode ne dure pas plus de trois mois et va généralement de quelques jours à
run_7_BioMistral-7B-SLERP.Q4_K_M.gguf	Le trouble psychotique aigu et transitoire se caractérise par une apparition aigüe de symptômes psychotiques qui émergent sans prodrome et atteignent leur sévérité maximale en deux semaines. Les symptômes peuvent inclure des idées délirantes, des hallucinations, une désorganisation des processus de pensée, une perplexité ou une confusion et des troubles de l’affect et de l’humeur. Des troubles psychomoteurs de type catatonie peuvent être présents. En général, les symptômes changement rapidement, à la fois en nature et en intensité, d’un jour à l’autre, voire au cours d’une même journée. La durée de l’épisode n’excède pas 3 mois, et va le plus souvent de quelques jours à 1 mois. Les symptômes ne sont pas une manifestation d’une autre affection médicale (p. ex. une tumeur cérébrale) et ne sont pas dus à l’effet d’une substance ou d’un médicament sur le système nerveux central (p. ex. corticostéroïdes), y compris à un sevrage (p. ex. sevrage alcoolique). Le trouble psychotique aigu et transitoire, premier épisode doit être utilisé pour identifier les individus présentant des symptômes qui satisfont les critères de diagnostic du trouble psychotique aigu et transitoire mais qui n’ont jamais présenté d’épisode similaire auparavant. Le trouble psychotique aigu et transitoire, épisodes multiples doit être utilisé pour identifier les individus présentant des symptômes qui satisfont les critères de diagnostic du trouble psychotique aigu et transitoire et qui ont présenté des épisodes similaires par le passé. 	Le trouble psychotique aigu et transitoire est une maladie qui apparaît soudainement avec des symptômes psychotiques tels que des idées délirantes, des hallucinations, une désorganisation des pensées, une perplexité ou une confusion, des troubles de l’affect et de l’humeur et des troubles psychomoteurs tels que la catatonie. Ces symptômes changent rapidement, d’un jour à l’autre, voire même au cours d’une même journée. L’épisode ne dure pas plus de trois mois et généralement dure quelques jours à un mois. Ces symptômes ne sont pas une manifestation d’une autre maladie médicale ou dus à l’effet d’une substance ou d’un médicament sur le système nerveux central. Le trouble psychotique aigu
run_8_BioMistral-7B-SLERP.Q4_K_M.gguf	Le trouble psychotique aigu et transitoire se caractérise par une apparition aigüe de symptômes psychotiques qui émergent sans prodrome et atteignent leur sévérité maximale en deux semaines. Les symptômes peuvent inclure des idées délirantes, des hallucinations, une désorganisation des processus de pensée, une perplexité ou une confusion et des troubles de l’affect et de l’humeur. Des troubles psychomoteurs de type catatonie peuvent être présents. En général, les symptômes changement rapidement, à la fois en nature et en intensité, d’un jour à l’autre, voire au cours d’une même journée. La durée de l’épisode n’excède pas 3 mois, et va le plus souvent de quelques jours à 1 mois. Les symptômes ne sont pas une manifestation d’une autre affection médicale (p. ex. une tumeur cérébrale) et ne sont pas dus à l’effet d’une substance ou d’un médicament sur le système nerveux central (p. ex. corticostéroïdes), y compris à un sevrage (p. ex. sevrage alcoolique). Le trouble psychotique aigu et transitoire, premier épisode doit être utilisé pour identifier les individus présentant des symptômes qui satisfont les critères de diagnostic du trouble psychotique aigu et transitoire mais qui n’ont jamais présenté d’épisode similaire auparavant. Le trouble psychotique aigu et transitoire, épisodes multiples doit être utilisé pour identifier les individus présentant des symptômes qui satisfont les critères de diagnostic du trouble psychotique aigu et transitoire et qui ont présenté des épisodes similaires par le passé. 	Le trouble psychotique aigu et transitoire est une maladie où des symptômes psychotiques apparaissent soudainement sans aucun signe précédent et atteignent leur plus grande gravité en deux semaines. Ces symptômes peuvent inclure des idées délirantes, des hallucinations, une désorganisation des pensées, une perplexité ou une confusion et des troubles de l’affect et de l’humeur. Des troubles psychomoteurs peuvent être présents. Ces symptômes changent rapidement, tant en nature qu’en intensité, d’un jour à l’autre, voire même pendant la même journée. L’épisode ne dure que trois mois au maximum, généralement quelques jours à un mois. Ces symptômes ne sont pas une manifestation d’une autre maladie médicale (par exemple,
run_9_BioMistral-7B-SLERP.Q4_K_M.gguf	Le trouble psychotique aigu et transitoire se caractérise par une apparition aigüe de symptômes psychotiques qui émergent sans prodrome et atteignent leur sévérité maximale en deux semaines. Les symptômes peuvent inclure des idées délirantes, des hallucinations, une désorganisation des processus de pensée, une perplexité ou une confusion et des troubles de l’affect et de l’humeur. Des troubles psychomoteurs de type catatonie peuvent être présents. En général, les symptômes changement rapidement, à la fois en nature et en intensité, d’un jour à l’autre, voire au cours d’une même journée. La durée de l’épisode n’excède pas 3 mois, et va le plus souvent de quelques jours à 1 mois. Les symptômes ne sont pas une manifestation d’une autre affection médicale (p. ex. une tumeur cérébrale) et ne sont pas dus à l’effet d’une substance ou d’un médicament sur le système nerveux central (p. ex. corticostéroïdes), y compris à un sevrage (p. ex. sevrage alcoolique). Le trouble psychotique aigu et transitoire, premier épisode doit être utilisé pour identifier les individus présentant des symptômes qui satisfont les critères de diagnostic du trouble psychotique aigu et transitoire mais qui n’ont jamais présenté d’épisode similaire auparavant. Le trouble psychotique aigu et transitoire, épisodes multiples doit être utilisé pour identifier les individus présentant des symptômes qui satisfont les critères de diagnostic du trouble psychotique aigu et transitoire et qui ont présenté des épisodes similaires par le passé. 	Le trouble psychotique aigu et transitoire est une maladie qui apparaît soudainement avec des symptômes psychotiques tels que des idées délirantes, des hallucinations, une désorganisation des processus de pensée, une perplexité ou une confusion, des troubles de l’affect et de l’humeur et des troubles psychomoteurs tels que la catatonie. Ces symptômes changent rapidement, d’une journée à l’autre, et ne durent pas plus de trois mois. Ils ne sont pas une manifestation d’une autre maladie médicale ou d’un effet d’une substance ou d’un médicament sur le système nerveux central. Le trouble psychotique aigu et transitoire, premier épisode doit être utilisé pour identifier les personnes qui présentent des symptômes qui satisf
